Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Translated1
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-31-54_Realtek.wav;2015-01-27-11-31-54_Realtek.mp3;0;104;104;58752;aber vorerst wollten wir den andern seg versuchen;aber vorerst sollten wir den anderen weg versuchen;train;aber vorerst wollten wir den anderen weg versuchen
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-31-54_Samson.wav;2015-01-27-11-31-54_Samson.mp3;0;104;104;58752;aber vorerst sollten wir den andern weg versuchen;aber vorerst sollten wir den anderen weg versuchen;train;aber vorerst sollten wir den anderen weg versuchen
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-00_Kinect-Beam.wav;2015-01-27-11-32-00_Kinect-Beam.mp3;0;93;93;52416;dunkel blaue mützen mit roter biese;dunkelblaue mützen mit roter biese;train;dunkelblaue mützen mit roter biese
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-00_Kinect-RAW.wav;2015-01-27-11-32-00_Kinect-RAW.mp3;0;91;91;51264;dunkelblaue mützen mit roter biese;dunkelblaue mützen mit roter biese;train;dunkelblaue mützen mit roter biese
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-00_Realtek.wav;2015-01-27-11-32-00_Realtek.mp3;0;91;91;51264;dunkel blaue mützen mit roter diese;dunkelblaue mützen mit roter biese;train;dunkelblaue mützen mit roter diesel
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-00_Samson.wav;2015-01-27-11-32-00_Samson.mp3;0;91;91;51264;dunkelblaue mützen mit roter biese;dunkelblaue mützen mit roter biese;train;dunkelblaue mützen mit roter biese
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-13_Kinect-Beam.wav;2015-01-27-11-32-13_Kinect-Beam.mp3;0;130;130;73728;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittert;train;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-13_Kinect-RAW.wav;2015-01-27-11-32-13_Kinect-RAW.mp3;0;136;136;77184;dies ist ein thema das die bürgertatsächlich berührt und das sie erbittet;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittert;train;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-13_Realtek.wav;2015-01-27-11-32-13_Realtek.mp3;0;137;137;77760;dies ist ein thema das die bürger tatsächlich gerührsch und das sie erbicke;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittert;train;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-32-13_Samson.wav;2015-01-27-11-32-13_Samson.mp3;0;137;137;77760;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittert;train;dies ist ein thema das die bürger tatsächlich berührt und das sie erbittet
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-00_Kinect-Beam.wav;2015-01-27-11-33-00_Kinect-Beam.mp3;0;83;83;46656;keine angst vor grossen tieren;keine angst vor großen tieren;train;keine angst vor großen tieren
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-00_Kinect-RAW.wav;2015-01-27-11-33-00_Kinect-RAW.mp3;0;86;86;48384;keine angst vor grossen tieren;keine angst vor großen tieren;train;keine angst vor großen tieren
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-00_Realtek.wav;2015-01-27-11-33-00_Realtek.mp3;0;86;86;48384;keine amt vor grossen vieren;keine angst vor großen tieren;train;keine angst vor großen tieren
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-00_Samson.wav;2015-01-27-11-33-00_Samson.mp3;0;86;86;48384;keine angst vor grossen tieren;keine angst vor großen tieren;train;keine angst vor großen tieren
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-05_Kinect-Beam.wav;2015-01-27-11-33-05_Kinect-Beam.mp3;0;497;497;285120;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;train;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-05_Kinect-RAW.wav;2015-01-27-11-33-05_Kinect-RAW.mp3;0;500;500;286848;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wole der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;train;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum fohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-05_Realtek.wav;2015-01-27-11-33-05_Realtek.mp3;0;500;500;286848;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der viotischensodizenpole der gesellschaft sondern die frage die die europäischen monopole den rukschtand aufholen können wem sie gegenüber den amerikanischen monopolen haben nacs für unch selbstverständlich nichts dus ist;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;train;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der viotechnologie zympole der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nicht mundes ist
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-05_Samson.wav;2015-01-27-11-33-05_Samson.mp3;0;500;500;286848;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist;train;was die kommission und das europäische parlament beschäftigt ist jedoch nicht die entwicklung der biotechnologie zum wohle der gesellschaft sondern die frage wie die europäischen monopole den rückstand aufholen können den sie gegenüber den amerikanischen monopolen haben was für uns selbstverständlich nichts neues ist
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-43_Kinect-Beam.wav;2015-01-27-11-33-43_Kinect-Beam.mp3;0;168;168;95616;die kommission hat jetzt selbst gegen europäisches recht verstossen also herrscht das absolute caos;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaos;train;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaoth
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-43_Kinect-RAW.wav;2015-01-27-11-33-43_Kinect-RAW.mp3;0;166;166;94464;die kommission hat jetzt selbst gegen europäisches recht verstossen also herrscht das absolute caos;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaos;train;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaoth
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-43_Realtek.wav;2015-01-27-11-33-43_Realtek.mp3;0;166;166;94464;die kommission hat jetzt selbst gegen europäisches recht berstossen also herrschte absolute ka;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaos;train;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrsch das absolute caol
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-33-43_Samson.wav;2015-01-27-11-33-43_Samson.mp3;0;166;166;94464;die kommission hat jetzt selbst gegen europäisches recht verstossen also herrscht das absolute cas;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaos;train;die kommission hat jetzt selbst gegen europäisches recht verstoßen also herrscht das absolute chaos
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-35-26_Kinect-Beam.wav;2015-01-27-11-35-26_Kinect-Beam.mp3;0;301;301;172224;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahezu jeder sternplanetenbesitz und ess in der galaxie viele solche potenziellbewohnbaren planeten geben muss;diese beobachtung deckt sich mit unserer wachsenden überzeugung dass nahezu jeder stern planeten besitzt und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss;train;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahezu jeder sternplaneten besitzt umd es in der galaxie viele solche potenziell bewohnbaren planeten geben muss
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-35-26_Kinect-RAW.wav;2015-01-27-11-35-26_Kinect-RAW.mp3;0;304;304;173952;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahe zu jeder sternplanetenbesitz und es in der galaxie viele solche potenziellbewohnbaren planeten geben muss;diese beobachtung deckt sich mit unserer wachsenden überzeugung dass nahezu jeder stern planeten besitzt und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss;train;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahezu jeder sternplaneten besitzt und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-35-26_Realtek.wav;2015-01-27-11-35-26_Realtek.mp3;0;304;304;173952;giese beobachtung deckt sich in gründeren wachsenden überzeugung dass nahe zu jeder steinplaneten dritteshlöffen der galatie videwölhspotentiellesombeamtlaneten gegen is;diese beobachtung deckt sich mit unserer wachsenden überzeugung dass nahezu jeder stern planeten besitzt und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss;train;diese beobachtung deckt sich mit unserem wachsenden überzeugung das nahe zu jeder stein planeten is und es in der galatie vielselb potenziell bewohnbaren planeten gegenihm
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-35-26_Samson.wav;2015-01-27-11-35-26_Samson.mp3;0;304;304;173952;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahezu jeder sternplanetenbesitz und des in der galaxie viele solche potenziellbewohnbaren planeten geben muss;diese beobachtung deckt sich mit unserer wachsenden überzeugung dass nahezu jeder stern planeten besitzt und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss;train;diese beobachtung deckt sich mit unseren wachsenden überzeugung dass nahezu jeder sternplanetenbesitz und es in der galaxie viele solche potenziell bewohnbaren planeten geben muss
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-04_Kinect-Beam.wav;2015-01-27-11-36-04_Kinect-Beam.mp3;0;94;94;52992;kunst ist schön macht aber viel arbeit;kunst ist schön macht aber viel arbeit;train;kunst ist schön macht aber viel arbeit
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-04_Kinect-RAW.wav;2015-01-27-11-36-04_Kinect-RAW.mp3;0;97;97;54720;kunst ist schön macht aber viel arbeit;kunst ist schön macht aber viel arbeit;train;kunst ist schön macht aber viel arbeit
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-04_Realtek.wav;2015-01-27-11-36-04_Realtek.mp3;0;97;97;54720;kunst ist schön macht aber viel abmeit;kunst ist schön macht aber viel arbeit;train;kunst ist schön macht aber viel arbeit
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-04_Samson.wav;2015-01-27-11-36-04_Samson.mp3;0;97;97;54720;kunst ist schön macht aber viel arbeit;kunst ist schön macht aber viel arbeit;train;kunst ist schön macht aber viel arbeit
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-36_Kinect-Beam.wav;2015-01-27-11-36-36_Kinect-Beam.mp3;0;126;126;71424;viele unternehmen wälzen alle riesigen auf die beschäftigten ab;viele unternehmen wälzen alle risiken auf die beschäftigten ab;train;viele unternehmen wälzen alle risiken auf die beschäftigten ab
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-36_Kinect-RAW.wav;2015-01-27-11-36-36_Kinect-RAW.mp3;0;129;129;73152;viele unternehmen wälzen alle riesigen auf die beschäftigten ab;viele unternehmen wälzen alle risiken auf die beschäftigten ab;train;viele unternehmen wälzen alle risiken auf die beschäftigten ab
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-36_Realtek.wav;2015-01-27-11-36-36_Realtek.mp3;0;130;130;73728;viele unternehmen wälsten aller redigen auf den beschäftigten;viele unternehmen wälzen alle risiken auf die beschäftigten ab;train;viele unternehmen welzen alle reliten auf den beschäftigten auf
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-36-36_Samson.wav;2015-01-27-11-36-36_Samson.mp3;0;129;129;73152;viele unternehmen wälzen alle riesigen auf die beschäftigten ab;viele unternehmen wälzen alle risiken auf die beschäftigten ab;train;viele unternehmen wälzen alle risiken auf die beschäftigten ab
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-37-44_Kinect-Beam.wav;2015-01-27-11-37-44_Kinect-Beam.mp3;0;279;279;159552;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedsstaaten dass einige aus politischer sichtgejagte jäger sind;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind;train;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-37-44_Kinect-RAW.wav;2015-01-27-11-37-44_Kinect-RAW.mp3;0;282;282;161280;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedsstaaten dass einige aus politischer sichtgejagte jäger sind;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind;train;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-37-44_Realtek.wav;2015-01-27-11-37-44_Realtek.mp3;0;282;282;161280;in dieser himblich teigt die überprüfung der wirtschaftlichen entbittlung der mitsidstaaten mit einige aus politischer wisgegha bejäteren;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind;train;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten als einige aus politischer sichtgewägbejägeging
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-37-44_Samson.wav;2015-01-27-11-37-44_Samson.mp3;0;282;282;161280;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedsstaaten dass einige aus politischer sichtgejagte jäger sind;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind;train;in dieser hinsicht zeigt die überprüfung der wirtschaftlichen entwicklung der mitgliedstaaten dass einige aus politischer sicht gejagte jäger sind
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-20_Kinect-Beam.wav;2015-01-27-11-38-20_Kinect-Beam.mp3;0;115;115;65088;die kommission bestätigt dass sie von dem kinde handeln weiss;die kommission bestätigt dass sie von dem kinderhandel weiß;train;die kommission bestätigt dass sie von dem kinderhandel weiß
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-20_Kinect-RAW.wav;2015-01-27-11-38-20_Kinect-RAW.mp3;0;118;118;66816;die kommission bestätigt dass sie von dem kinderhandel weiss;die kommission bestätigt dass sie von dem kinderhandel weiß;train;die kommission bestätigt dass sie von dem kinderhandel weiß
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-20_Realtek.wav;2015-01-27-11-38-20_Realtek.mp3;0;118;118;66816;die kommision bestätigt das is van dem kind dahangüber;die kommission bestätigt dass sie von dem kinderhandel weiß;train;die kommission bestätigt das sie von dem kindern handüber
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-20_Samson.wav;2015-01-27-11-38-20_Samson.mp3;0;118;118;66816;die kommission bestätigt dass sie von dem kindehandel weiss;die kommission bestätigt dass sie von dem kinderhandel weiß;train;die kommission bestätigt dass sie von dem kinderhandel weiß
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-34_Kinect-Beam.wav;2015-01-27-11-38-34_Kinect-Beam.mp3;0;112;112;63360;der schnabel ist ähnlich wie beim menchen aubla;der schnabel ist ähnlich wie beim männchen graublau;train;der schnabel ist ähnlich wie beim männchen graublau
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-34_Kinect-RAW.wav;2015-01-27-11-38-34_Kinect-RAW.mp3;0;115;115;65088;der schnabel ist ähnlich wie beim menchen;der schnabel ist ähnlich wie beim männchen graublau;train;der schnabel ist ähnlich wie beim männchen graublau
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-34_Realtek.wav;2015-01-27-11-38-34_Realtek.mp3;0;112;112;63360;der schnabelst ähnlich wie den menchen kaulau;der schnabel ist ähnlich wie beim männchen graublau;train;der schnabel ist ähnlich wie der männchen graublau
WIKI;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-34_Samson.wav;2015-01-27-11-38-34_Samson.mp3;0;115;115;65088;der schnabel ist ähnlich wie beim menchen;der schnabel ist ähnlich wie beim männchen graublau;train;der schnabel ist ähnlich wie beim männchen graublau
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-48_Kinect-Beam.wav;2015-01-27-11-38-48_Kinect-Beam.mp3;0;90;90;50688;schliesslich sind das unsere gemeinsamen werte;schließlich sind das unsere gemeinsamen werte;train;schließlich sind das unsere gemeinsamen werte
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-48_Kinect-RAW.wav;2015-01-27-11-38-48_Kinect-RAW.mp3;0;93;93;52416;schliesslich sind das unsere gemeinsamen werte;schließlich sind das unsere gemeinsamen werte;train;schließlich sind das unsere gemeinsamen werte
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-48_Realtek.wav;2015-01-27-11-38-48_Realtek.mp3;0;93;93;52416;schliesslich sind das unserer gemeinen dae;schließlich sind das unsere gemeinsamen werte;train;schließlich sind das unsere gemeinden die barmen werte
PARL;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-38-48_Samson.wav;2015-01-27-11-38-48_Samson.mp3;0;93;93;52416;schliesslich sind das unsere gemeinsamen werte;schließlich sind das unsere gemeinsamen werte;train;schließlich sind das unsere gemeinsamen werte
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-39-19_Kinect-Beam.wav;2015-01-27-11-39-19_Kinect-Beam.mp3;0;194;194;110592;was für über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmn;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmedien;train;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmedien
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-39-19_Kinect-RAW.wav;2015-01-27-11-39-19_Kinect-RAW.mp3;0;197;197;112320;was für über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmedien;train;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmedien
CITE;male-755d9b71-f36e-45a6-a437-edebcfaee08d;german-speechdata-package-v2-1v4;2015-01-27-11-39-19_Realtek.wav;2015-01-27-11-39-19_Realtek.mp3;0;197;197;112320;was für über unsere gefällschaft ja über die welt und wen wir leben wissen wissen wir durch die ma;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenmedien;train;was wir über unsere gesellschaft ja über die welt in der wir leben wissen wissen wir durch die massenledie
