DsId;Sprecher;Orginaldatei;Datei;Start;End;Length;Duration;Size;Translated0;OriginalText;Action;Sort1
HspSections-066;Unbekannt;00004465.mp3;00004465.mp3;0;55680;58;1.740000000000001;28004;denn das kann man selbst nicht sicher wissen;denn das kann man selbst nicht sicher wissen;train9;200000
HspSections-066;Unbekannt;00004640.mp3;00004640.mp3;0;55680;58;1.740000000000001;28004;was der gegner sagt war;was der gegner sagt war;train7;10000
HspSections-066;Unbekannt;00004667.mp3;00004667.mp3;0;55680;58;1.740000000000001;28004;aber ad hominem wahr sind;aber ad hominem wahr sind;train8;100
HspSections-066;Unbekannt;00004942.mp3;00004942.mp3;0;55680;58;1.740000000000001;28004;kunstgriff siebenundzwanzig;kunstgriff siebenundzwanzig;train9;200000
HspSections-066;Unbekannt;00004980.mp3;00004980.mp3;0;55680;58;1.740000000000001;28004;kunstgriff neunundzwanzig;kunstgriff neunundzwanzig;train9;200000
HspSections-066;Unbekannt;00005182.mp3;00005182.mp3;0;55680;58;1.740000000000001;28004;kunstgriff zweiunddreißig;kunstgriff zweiunddreißig;train9;200000
HspSections-066;Unbekannt;00005206.mp3;00005206.mp3;0;55680;58;1.740000000000001;28004;kunstgriff vierunddreißig;kunstgriff vierunddreißig;train9;10000
HspSections-066;Unbekannt;00005326.mp3;00005326.mp3;0;55680;58;1.740000000000001;28004;und das passende fällt ihnen nicht ein;und das passende fällt ihnen nicht ein;train9;200000
HspSections-066;Unbekannt;00005378.mp3;00005378.mp3;0;55680;58;1.740000000000001;28004;schlage mich aber höre nicht;schlage mich aber höre nicht;train9;200000
HspSections-066;Unbekannt;00005428.mp3;00005428.mp3;0;55680;58;1.740000000000001;28004;dies ist der rechte anfang;dies ist der rechte anfang;train9;200000
HspSections-066;Unbekannt;00005493.mp3;00005493.mp3;0;55680;58;1.740000000000001;28004;dies wort im modernen sinne;dies wort im modernen sinne;train9;200000
HspSections-066;Unbekannt;00005617.mp3;00005617.mp3;0;55680;58;1.740000000000001;28004;verschwendung ist ein laster;verschwendung ist ein laster;train9;200000
HspSections-066;Unbekannt;00005675.mp3;00005675.mp3;0;55680;58;1.740000000000001;28004;oder zweitens sein genus;oder zweitens sein genus;train9;200000
HspSections-066;Unbekannt;00005746.mp3;00005746.mp3;0;55680;58;1.740000000000001;28004;kommt auch keine spezies zu;kommt auch keine spezies zu;train9;10000
HspSections-066;Unbekannt;00005885.mp3;00005885.mp3;0;55680;58;1.740000000000001;28004;die welt als vorstellung;die welt als vorstellung;train9;200000
HspSections-066;Unbekannt;00005911.mp3;00005911.mp3;0;55680;58;1.740000000000001;28004;denn nichts ist gewisser;denn nichts ist gewisser;train9;200000
HspSections-066;Unbekannt;00005940.mp3;00005940.mp3;0;55680;58;1.740000000000001;28004;der einzige ausgangspunkt;der einzige ausgangspunkt;train9;200000
HspSections-066;Unbekannt;00005961.mp3;00005961.mp3;0;55680;58;1.740000000000001;28004;alles erscheinenden;alles erscheinenden;train9;200000
HspSections-066;Unbekannt;00005973.mp3;00005973.mp3;0;55680;58;1.740000000000001;28004;an die schopenhauer anknüpft;an die schopenhauer anknüpft;train9;120000
HspSections-066;Unbekannt;00005980.mp3;00005980.mp3;0;55680;58;1.740000000000001;28004;bleibt dem menschen verwehrt;bleibt dem menschen verwehrt;train9;200000
HspSections-066;Unbekannt;00006032.mp3;00006032.mp3;0;55680;58;1.740000000000001;28004;einer form gegossen;einer form gegossen;train9;200000
HspSections-066;Unbekannt;00006060.mp3;00006060.mp3;0;55680;58;1.740000000000001;28004;oft ein noch unbekanntes;oft ein noch unbekanntes;train9;200000
HspSections-066;Unbekannt;00006080.mp3;00006080.mp3;0;55680;58;1.740000000000001;28004;aber auch der traum;aber auch der traum;train9;200000
HspSections-066;Unbekannt;00006098.mp3;00006098.mp3;0;55680;58;1.740000000000001;28004;nur der akzent ist geändert;nur der akzent ist geändert;train9;200000
HspSections-066;Unbekannt;00006171.mp3;00006171.mp3;0;55680;58;1.740000000000001;28004;noch wenige augenblicke;noch wenige augenblicke;train9;200000
HspSections-066;Unbekannt;00006195.mp3;00006195.mp3;0;55680;58;1.740000000000001;28004;sonst wärst du mit vernichtet;sonst wärst du mit vernichtet;train8;100
HspSections-066;Unbekannt;00006464.mp3;00006464.mp3;0;55680;58;1.740000000000001;28004;durch geburt und tod wechseln;durch geburt und tod wechseln;train9;200000
HspSections-066;Unbekannt;00006595.mp3;00006595.mp3;0;55680;58;1.740000000000001;28004;einen subtilen verstand;einen subtilen verstand;train9;200000
HspSections-066;Unbekannt;00006643.mp3;00006643.mp3;0;55680;58;1.740000000000001;28004;auf alle anderen menschen;auf alle anderen menschen;train9;200000
HspSections-066;Unbekannt;00006904.mp3;00006904.mp3;0;55680;58;1.740000000000001;28004;und nichts außerdem;und nichts außerdem;train9;200000
HspSections-066;Unbekannt;00006986.mp3;00006986.mp3;0;55680;58;1.740000000000001;28004;schopenhauer weis die antwort;schopenhauer weis die antwort;train9;200000
HspSections-066;Unbekannt;00007050.mp3;00007050.mp3;0;55680;58;1.740000000000001;28004;gattung angreift;gattung angreift;train9;100
HspSections-066;Unbekannt;00007115.mp3;00007115.mp3;0;55680;58;1.740000000000001;28004;doch wir kennen nur die abbilder;doch wir kennen nur die abbilder;train9;200000
HspSections-066;Unbekannt;00007294.mp3;00007294.mp3;0;55680;58;1.740000000000001;28004;eigene bedürfnis;eigene bedürfnis;train9;200000
HspSections-066;Unbekannt;00007492.mp3;00007492.mp3;0;55680;58;1.740000000000001;28004;nun denke man sich;nun denke man sich;train9;200000
HspSections-066;Unbekannt;00007501.mp3;00007501.mp3;0;55680;58;1.740000000000001;28004;infolge derselben ist;infolge derselben ist;train9;200000
HspSections-066;Unbekannt;00007558.mp3;00007558.mp3;0;55680;58;1.740000000000001;28004;das in den einzelwesen;das in den einzelwesen;train9;10000
HspSections-066;Unbekannt;00007588.mp3;00007588.mp3;0;55680;58;1.740000000000001;28004;dessen werk oder vielmehr;dessen werk oder vielmehr;train9;200000
HspSections-066;Unbekannt;00007953.mp3;00007953.mp3;0;55680;58;1.740000000000001;28004;vergleichen wir das leben;vergleichen wir das leben;train9;200000
HspSections-066;Unbekannt;00008093.mp3;00008093.mp3;0;55680;58;1.740000000000001;28004;eine vorstellung des menschen;eine vorstellung des menschen;train9;200000
HspSections-066;Unbekannt;00008122.mp3;00008122.mp3;0;55680;58;1.740000000000001;28004;dies bist du;dies bist du;train9;200000
HspSections-066;Unbekannt;00008182.mp3;00008182.mp3;0;55680;58;1.740000000000001;28004;indem sie die wirklichkeit;indem sie die wirklichkeit;train9;200000
HspSections-066;Unbekannt;00008611.mp3;00008611.mp3;0;55680;58;1.740000000000001;28004;dass sie sich voneinander trennen;dass sie sich voneinander trennen;train9;200000
HspSections-066;Unbekannt;00008868.mp3;00008868.mp3;0;55680;58;1.740000000000001;28004;aus den nag hammadi texten;aus den nag hammadi texten;train8;10000
HspSections-066;Unbekannt;00008992.mp3;00008992.mp3;0;55680;58;1.740000000000001;28004;erkenne dich selbst;erkenne dich selbst;train9;200000
HspSections-066;Unbekannt;00009174.mp3;00009174.mp3;0;55680;58;1.740000000000001;28004;und martin buber;und martin buber;train9;200000
HspSections-066;Unbekannt;00009318.mp3;00009318.mp3;0;55680;58;1.740000000000001;28004;und groß und lieb ist;und groß und lieb ist;train8;200000
HspSections-066;Unbekannt;00009330.mp3;00009330.mp3;0;55680;58;1.740000000000001;28004;von der kürze des lebens;von der kürze des lebens;train8;200000
HspSections-066;Unbekannt;00009409.mp3;00009409.mp3;0;55680;58;1.740000000000001;28004;animistischen elementen;animistischen elementen;train9;200000
HspSections-066;Unbekannt;00009518.mp3;00009518.mp3;0;55680;58;1.740000000000001;28004;und die heimarmene;und die heimarmene;train8;200000
HspSections-066;Unbekannt;00009631.mp3;00009631.mp3;0;55680;58;1.740000000000001;28004;weil er dagegen immun ist;weil er dagegen immun ist;train8;100
HspSections-066;Unbekannt;00009758.mp3;00009758.mp3;0;55680;58;1.740000000000001;28004;vom glücklichen leben;vom glücklichen leben;train9;200000
HspSections-066;Unbekannt;00010011.mp3;00010011.mp3;0;55680;58;1.740000000000001;28004;umfangend das eine;umfangend das eine;train9;200000
HspSections-066;Unbekannt;00010071.mp3;00010071.mp3;0;55680;58;1.740000000000001;28004;und sie erlangte ihren geist;und sie erlangte ihren geist;train9;200000
HspSections-066;Unbekannt;00010239.mp3;00010239.mp3;0;55680;58;1.740000000000001;28004;das freiwerden;das freiwerden;train8;100
HspSections-066;Unbekannt;00010418.mp3;00010418.mp3;0;55680;58;1.740000000000001;28004;nennen sie mich einen autodidakten;nennen sie mich einen autodidakten;train9;200000
HspSections-066;Unbekannt;00010985.mp3;00010985.mp3;0;55680;58;1.740000000000001;28004;lässt sich nichts;lässt sich nichts;train9;200000
HspSections-066;Unbekannt;00011120.mp3;00011120.mp3;0;55680;58;1.740000000000001;28004;begehrend kläglich;begehrend kläglich;train9;200000
HspSections-066;Unbekannt;00011160.mp3;00011160.mp3;0;55680;58;1.740000000000001;28004;in den zeiten des übergangs;in den zeiten des übergangs;train9;120000
HspSections-066;Unbekannt;00011223.mp3;00011223.mp3;0;55680;58;1.740000000000001;28004;doch stürzt er;doch stürzt er;train9;200000
HspSections-066;Unbekannt;00011843.mp3;00011843.mp3;0;55680;58;1.740000000000001;28004;lösung des festen;lösung des festen;train9;200000
HspSections-066;Unbekannt;00011861.mp3;00011861.mp3;0;55680;58;1.740000000000001;28004;und ihn erfüllen wird;und ihn erfüllen wird;train9;200000
HspSections-066;Unbekannt;00011976.mp3;00011976.mp3;0;55680;58;1.740000000000001;28004;was anders konnten sie suchen;was anders konnten sie suchen;train9;200000
HspSections-066;Unbekannt;00012196.mp3;00012196.mp3;0;55680;58;1.740000000000001;28004;apollon und artemis;apollon und artemis;train8;100
HspSections-066;Unbekannt;00012234.mp3;00012234.mp3;0;55680;58;1.740000000000001;28004;treibt in die kriese;treibt in die kriese;train8;200000
HspSections-066;Unbekannt;00012331.mp3;00012331.mp3;0;55680;58;1.740000000000001;28004;gefährdung wie chance;gefährdung wie chance;train9;200000
HspSections-066;Unbekannt;00012488.mp3;00012488.mp3;0;55680;58;1.740000000000001;28004;in seiner ganzen weite;in seiner ganzen weite;train9;120000
HspSections-066;Unbekannt;00012573.mp3;00012573.mp3;0;55680;58;1.740000000000001;28004;und die grundhaltung;und die grundhaltung;train9;200000
HspSections-066;Unbekannt;00012712.mp3;00012712.mp3;0;55680;58;1.740000000000001;28004;in einem labilen;in einem labilen;train9;120000
HspSections-066;Unbekannt;00012967.mp3;00012967.mp3;0;55680;58;1.740000000000001;28004;fachangelegenheit;fachangelegenheit;train9;10
HspSections-066;Unbekannt;00012981.mp3;00012981.mp3;0;55680;58;1.740000000000001;28004;sowie man;sowie man;train9;10000
HspSections-066;Unbekannt;00013029.mp3;00013029.mp3;0;55680;58;1.740000000000001;28004;solche urteilsweisen;solche urteilsweisen;train9;200000
HspSections-066;Unbekannt;00013302.mp3;00013302.mp3;0;55680;58;1.740000000000001;28004;warum behauptete sie;warum behauptete sie;train9;200000
HspSections-066;Unbekannt;00013578.mp3;00013578.mp3;0;55680;58;1.740000000000001;28004;das ist aber eine rechte gans;das ist aber eine rechte gans;train8;1
HspSections-066;Unbekannt;00013601.mp3;00013601.mp3;0;55680;58;1.740000000000001;28004;deutschland den krieg erklärten;deutschland den krieg erklärten;train9;200000
HspSections-066;Unbekannt;00013647.mp3;00013647.mp3;0;55680;58;1.740000000000001;28004;warmherzige großmutter;warmherzige großmutter;train9;200000
HspSections-066;Unbekannt;00013680.mp3;00013680.mp3;0;55680;58;1.740000000000001;28004;unsicherheit deutete;unsicherheit deutete;train9;200000
HspSections-066;Unbekannt;00013858.mp3;00013858.mp3;0;55680;58;1.740000000000001;28004;zu einem fischer nach spiekeroog;zu einem fischer nach spiekeroog;train8;1
HspSections-066;Unbekannt;00013916.mp3;00013916.mp3;0;55680;58;1.740000000000001;28004;in die allgemeinen verhältnisse;in die allgemeinen verhältnisse;train9;120000
HspSections-066;Unbekannt;00013979.mp3;00013979.mp3;0;55680;58;1.740000000000001;28004;als zwölfjähriger schüler;als zwölfjähriger schüler;train9;200000
HspSections-066;Unbekannt;00014110.mp3;00014110.mp3;0;55680;58;1.740000000000001;28004;war einigermaßen zentral;war einigermaßen zentral;train9;200000
HspSections-066;Unbekannt;00014127.mp3;00014127.mp3;0;55680;58;1.740000000000001;28004;antwortete ihr sinngemäß;antwortete ihr sinngemäß;train9;100
HspSections-066;Unbekannt;00014143.mp3;00014143.mp3;0;55680;58;1.740000000000001;28004;nun war wie er schrieb;nun war wie er schrieb;train9;10000
HspSections-066;Unbekannt;00014482.mp3;00014482.mp3;0;55680;58;1.740000000000001;28004;wie erbittert war oft unter;wie erbittert war oft unter;train9;200000
HspSections-066;Unbekannt;00014528.mp3;00014528.mp3;0;55680;58;1.740000000000001;28004;dem bruder meines vaters;dem bruder meines vaters;train9;200000
HspSections-066;Unbekannt;00014607.mp3;00014607.mp3;0;55680;58;1.740000000000001;28004;brachte uns die grundzüge;brachte uns die grundzüge;train9;200000
HspSections-066;Unbekannt;00014697.mp3;00014697.mp3;0;55680;58;1.740000000000001;28004;in ganz anderer form auf;in ganz anderer form auf;train9;120000
HspSections-066;Unbekannt;00014999.mp3;00014999.mp3;0;55680;58;1.740000000000001;28004;sie heißt marianne;sie heißt marianne;train9;200000
HspSections-066;Unbekannt;00015068.mp3;00015068.mp3;0;55680;58;1.740000000000001;28004;wer könnte das überhaupt;wer könnte das überhaupt;train9;200000
HspSections-066;Unbekannt;00015226.mp3;00015226.mp3;0;55680;58;1.740000000000001;28004;übten wir uns zusammen;übten wir uns zusammen;train9;200000
HspSections-066;Unbekannt;00015268.mp3;00015268.mp3;0;55680;58;1.740000000000001;28004;ich war vierundvierzig jahre alt;ich war vierundvierzig jahre alt;train9;200000
HspSections-066;Unbekannt;00015425.mp3;00015425.mp3;0;55680;58;1.740000000000001;28004;allzu lange gebunden;allzu lange gebunden;train9;200000
HspSections-066;Unbekannt;00015482.mp3;00015482.mp3;0;55680;58;1.740000000000001;28004;und in ihr die kirchen;und in ihr die kirchen;train9;200000
HspSections-066;Unbekannt;00015490.mp3;00015490.mp3;0;55680;58;1.740000000000001;28004;ein wahlmandat zu haben;ein wahlmandat zu haben;train8;200000
HspSections-066;Unbekannt;00015567.mp3;00015567.mp3;0;55680;58;1.740000000000001;28004;für anhänger ebenso;für anhänger ebenso;train9;200000
HspSections-066;Unbekannt;00016097.mp3;00016097.mp3;0;55680;58;1.740000000000001;28004;ja sollte es denn ein akt von;ja sollte es denn ein akt von;train9;20000
HspSections-066;Unbekannt;00016142.mp3;00016142.mp3;0;55680;58;1.740000000000001;28004;wir seien uns der leiden;wir seien uns der leiden;train9;200000
HspSections-066;Unbekannt;00016341.mp3;00016341.mp3;0;55680;58;1.740000000000001;28004;die seiner kraftvollen;die seiner kraftvollen;train9;200000
HspSections-066;Unbekannt;00016721.mp3;00016721.mp3;0;55680;58;1.740000000000001;28004;hat sich der einladung versagt;hat sich der einladung versagt;train9;200000
HspSections-066;Unbekannt;00016801.mp3;00016801.mp3;0;55680;58;1.740000000000001;28004;nach eigenem gusto entscheiden;nach eigenem gusto entscheiden;train9;200000
HspSections-066;Unbekannt;00017015.mp3;00017015.mp3;0;55680;58;1.740000000000001;28004;herrschaftsvokabular;herrschaftsvokabular;train9;100
HspSections-066;Unbekannt;00017037.mp3;00017037.mp3;0;55680;58;1.740000000000001;28004;wollte moskau primär;wollte moskau primär;train9;1
HspSections-066;Unbekannt;00017201.mp3;00017201.mp3;0;55680;58;1.740000000000001;28004;ein unvergesslicher augenblick;ein unvergesslicher augenblick;train9;200000
HspSections-066;Unbekannt;00017734.mp3;00017734.mp3;0;55680;58;1.740000000000001;28004;und sagte in ruhigem ton;und sagte in ruhigem ton;train9;200000
HspSections-066;Unbekannt;00017793.mp3;00017793.mp3;0;55680;58;1.740000000000001;28004;andererseits aber;andererseits aber;train9;200000
HspSections-066;Unbekannt;00018038.mp3;00018038.mp3;0;55680;58;1.740000000000001;28004;tschechoslowakischen präsidenten;tschechoslowakischen präsidenten;train9;200000
HspSections-066;Unbekannt;00018109.mp3;00018109.mp3;0;55680;58;1.740000000000001;28004;und lothar de maiziere;und lothar de maiziere;train8;10000
HspSections-066;Unbekannt;00018143.mp3;00018143.mp3;0;55680;58;1.740000000000001;28004;in einem vereinten europa;in einem vereinten europa;train9;120000
HspSections-066;Unbekannt;00018421.mp3;00018421.mp3;0;55680;58;1.740000000000001;28004;in der ddr war der;in der ddr war der;train8;120000
HspSections-066;Unbekannt;00018515.mp3;00018515.mp3;0;55680;58;1.740000000000001;28004;aber unsere verfassung;aber unsere verfassung;train9;200000
HspSections-066;Unbekannt;00018646.mp3;00018646.mp3;0;55680;58;1.740000000000001;28004;in ein transistorradio;in ein transistorradio;train9;120000
HspSections-066;Unbekannt;00018650.mp3;00018650.mp3;0;55680;58;1.740000000000001;28004;und die unterkunft aus;und die unterkunft aus;train9;200000
HspSections-066;Unbekannt;00018680.mp3;00018680.mp3;0;55680;58;1.740000000000001;28004;mit dem unterschiedlichsten echo;mit dem unterschiedlichsten echo;train9;200000
HspSections-066;Unbekannt;00018706.mp3;00018706.mp3;0;55680;58;1.740000000000001;28004;dort die kosten tragen;dort die kosten tragen;train9;200000
HspSections-066;Unbekannt;00018900.mp3;00018900.mp3;0;55680;58;1.740000000000001;28004;was nur sehr selten geschieht;was nur sehr selten geschieht;train9;200000
HspSections-066;Unbekannt;00018909.mp3;00018909.mp3;0;55680;58;1.740000000000001;28004;dem staatsgast bietet;dem staatsgast bietet;train9;200000
HspSections-066;Unbekannt;00018942.mp3;00018942.mp3;0;55680;58;1.740000000000001;28004;bei francois mitterrand;bei francois mitterrand;train8;102
HspSections-066;Unbekannt;00019023.mp3;00019023.mp3;0;55680;58;1.740000000000001;28004;ans werk gehen werde;ans werk gehen werde;train9;200000
HspSections-066;Unbekannt;00019047.mp3;00019047.mp3;0;55680;58;1.740000000000001;28004;die stafette ist übergeben;die stafette ist übergeben;train9;10000
HspSections-066;Unbekannt;00019211.mp3;00019211.mp3;0;55680;58;1.740000000000001;28004;zu ihrer eigenen zeit;zu ihrer eigenen zeit;train9;120000
HspSections-066;Unbekannt;00019412.mp3;00019412.mp3;0;55680;58;1.740000000000001;28004;an die kunst abtreten;an die kunst abtreten;train9;120000
HspSections-066;Unbekannt;00019571.mp3;00019571.mp3;0;55680;58;1.740000000000001;28004;eigentumsverhältnisse;eigentumsverhältnisse;train9;10
HspSections-066;Unbekannt;00020267.mp3;00020267.mp3;0;55680;58;1.740000000000001;28004;nach dem zweiten weltkrieg;nach dem zweiten weltkrieg;train9;200000
HspSections-066;Unbekannt;00020280.mp3;00020280.mp3;0;55680;58;1.740000000000001;28004;ans eingemachte gehen die;ans eingemachte gehen die;train9;200000
HspSections-066;Unbekannt;00020303.mp3;00020303.mp3;0;55680;58;1.740000000000001;28004;aber es gibt auch ein problem;aber es gibt auch ein problem;train9;200000
HspSections-066;Unbekannt;00020413.mp3;00020413.mp3;0;55680;58;1.740000000000001;28004;eine reise antritt;eine reise antritt;train9;100
HspSections-066;Unbekannt;00020459.mp3;00020459.mp3;0;55680;58;1.740000000000001;28004;was nach dem tode eintritt;was nach dem tode eintritt;train9;200000
HspSections-066;Unbekannt;00020660.mp3;00020660.mp3;0;55680;58;1.740000000000001;28004;das ist ganz große antwort;das ist ganz große antwort;train9;200000
HspSections-066;Unbekannt;00020793.mp3;00020793.mp3;0;55680;58;1.740000000000001;28004;keine allgemeine schulbildung mann;keine allgemeine schulbildung mann;train9;200000
HspSections-066;Unbekannt;00021043.mp3;00021043.mp3;0;55680;58;1.740000000000001;28004;nun wir erinnern uns schon kant;nun wir erinnern uns schon kant;train8;200000
HspSections-066;Unbekannt;00021103.mp3;00021103.mp3;0;55680;58;1.740000000000001;28004;das ist so eine art von;das ist so eine art von;train9;200000
HspSections-066;Unbekannt;00021207.mp3;00021207.mp3;0;55680;58;1.740000000000001;28004;unser gehirn bemühen;unser gehirn bemühen;train9;200000
HspSections-066;Unbekannt;00021313.mp3;00021313.mp3;0;55680;58;1.740000000000001;28004;haben andere entscheidungen getroffen;haben andere entscheidungen getroffen;train9;200000
HspSections-066;Unbekannt;00021446.mp3;00021446.mp3;0;55680;58;1.740000000000001;28004;das denken an die vergangenheit;das denken an die vergangenheit;train9;200000
HspSections-066;Unbekannt;00021461.mp3;00021461.mp3;0;55680;58;1.740000000000001;28004;augustinus hat also;augustinus hat also;train9;200000
HspSections-066;Unbekannt;00021494.mp3;00021494.mp3;0;55680;58;1.740000000000001;28004;die geschriebene geschichte;die geschriebene geschichte;train9;200000
HspSections-066;Unbekannt;00021548.mp3;00021548.mp3;0;55680;58;1.740000000000001;28004;unser selbstverständnis kann sich nicht;unser selbstverständnis kann sich nicht;train9;200000
HspSections-066;Unbekannt;00021590.mp3;00021590.mp3;0;55680;58;1.740000000000001;28004;geschichte treiben wenn wir jetzt;geschichte treiben wenn wir jetzt;train9;200000
HspSections-066;Unbekannt;00021593.mp3;00021593.mp3;0;55680;58;1.740000000000001;28004;ich ihnen klarmachen möchte;ich ihnen klarmachen möchte;train9;200000
HspSections-066;Unbekannt;00021628.mp3;00021628.mp3;0;55680;58;1.740000000000001;28004;hat wirklich keine zukunft;hat wirklich keine zukunft;train9;200000
HspSections-066;Unbekannt;00021643.mp3;00021643.mp3;0;55680;58;1.740000000000001;28004;nein das können wir uns nicht vorstellen;nein das können wir uns nicht vorstellen;train9;200000
HspSections-066;Unbekannt;00021869.mp3;00021869.mp3;0;55680;58;1.740000000000001;28004;die sie normalerweise zerfressen;die sie normalerweise zerfressen;train9;200000
HspSections-066;Unbekannt;00021900.mp3;00021900.mp3;0;55680;58;1.740000000000001;28004;substantialität zu geben;substantialität zu geben;train9;200000
HspSections-066;Unbekannt;00021910.mp3;00021910.mp3;0;55680;58;1.740000000000001;28004;von vielen aber auch von heidegger;von vielen aber auch von heidegger;train8;10000
HspSections-066;Unbekannt;00021919.mp3;00021919.mp3;0;55680;58;1.740000000000001;28004;wir leben in einer zeit in der;wir leben in einer zeit in der;train9;200000
HspSections-066;Unbekannt;00022010.mp3;00022010.mp3;0;55680;58;1.740000000000001;28004;die in uns allen da ist;die in uns allen da ist;train9;200000
HspSections-066;Unbekannt;00022113.mp3;00022113.mp3;0;55680;58;1.740000000000001;28004;so tun es etwa die navajo;so tun es etwa die navajo;train8;120000
HspSections-066;Unbekannt;00022353.mp3;00022353.mp3;0;55680;58;1.740000000000001;28004;mit dem mondmonat;mit dem mondmonat;train9;200000
HspSections-066;Unbekannt;00022527.mp3;00022527.mp3;0;55680;58;1.740000000000001;28004;die erde war leer und öd;die erde war leer und öd;train9;200000
HspSections-066;Unbekannt;00022574.mp3;00022574.mp3;0;55680;58;1.740000000000001;28004;und berührte damit ihren leib;und berührte damit ihren leib;train9;200000
HspSections-066;Unbekannt;00022720.mp3;00022720.mp3;0;55680;58;1.740000000000001;28004;hatte zwei jahre;hatte zwei jahre;train9;200000
HspSections-066;Unbekannt;00022802.mp3;00022802.mp3;0;55680;58;1.740000000000001;28004;wenn ich jetzt loslasse;wenn ich jetzt loslasse;train9;200000
HspSections-066;Unbekannt;00022895.mp3;00022895.mp3;0;55680;58;1.740000000000001;28004;und so wurde der ort;und so wurde der ort;train9;200000
HspSections-066;Unbekannt;00023072.mp3;00023072.mp3;0;55680;58;1.740000000000001;28004;und zwar durch seine schuld;und zwar durch seine schuld;train9;200000
