Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (01951-02016).mp3;1951;2016;65;27586;der moment dehnte sich;der moment dehnte sich;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (02031-02168).mp3;2031;2168;137;57679;man sano dachte irrsinnigerweise an schokolade;manzano dachte irrsinnigerweise an schokolade;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (02177-02595).mp3;2177;2595;412;173036;die dusche die er eigentlich in zwanzig minuten zu hause nehmen wollte das glas wein danach auf dem sofa und eine verabredung mit caler oder paula am bevorstehenden wochenende;die dusche die er eigentlich in zwanzig minuten zu hause nehmen wollte das glas wein danach auf dem sofa und eine verabredung mit carla oder paula am bevorstehenden wochenende;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (02594-02806).mp3;2594;2806;212;89026;mit einem ruck kam der alphe zum stehen millimeter von der stoßstange des anderen entfernt;mit einem ruck kam der alfa zum stehen millimeter von der stoßstange des anderen entfernt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (02823-03088).mp3;2823;3088;232;97803;mansano wurde in den sitz zurückgeworfen die straße war stockfinster ampeln eben noch grün waren verschwunden;manzano wurde in den sitz zurückgeworfen die straße war stockfinster ampeln eben noch grün waren verschwunden;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (03089-03228).mp3;3089;3228;139;58515;hinterließen nur ein schemenhaftes nachleuchten auf mansanos netzhaut;hinterließen nur ein schemenhaftes nachleuchten auf manzanos netzhaut;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (03276-03782).mp3;3276;3782;503;211070;ein fanadisches gebrüll aus hupen und kreischendem metall umfing ihn von links rasten die scheinwerfer eines elkerwees heran wo eben noch der blassgrüne kleinwagen gestanden hatte sauste eine blaue wand durch einen funkenregen;infernalisches gebrüll aus hupen und kreischendem metall umfing ihn von links rasten die scheinwerfer eines lkws heran wo eben noch der blassgrüne kleinwagen gestanden hatte sauste eine blaue wand durch einen funkenregen;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (03781-04136).mp3;3781;4136;355;148794;ein heftiger stoß schleuderte man sanus kopf gegen die seitenscheibe sein wagen wurde herumgewirbelt wie ein karussell bevor ein weiterer aufprall ihn stoppte;ein heftiger stoß schleuderte manzanos kopf gegen die seitenscheibe sein wagen wurde herumgewirbelt wie ein karussell bevor ein weiterer aufprall ihn stoppte;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (04208-04332).mp3;4208;4332;124;52245;benommen sah man sano auf und versuchte sich zu orientieren;benommen sah manzano auf und versuchte sich zu orientieren;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (04366-04543).mp3;4366;4543;177;74397;eins seiner ablendlichter beleuchtete tanzende schneeflocken über dem schwarzen nassen asphalt;eins seiner abblendlichter beleuchtete tanzende schneeflocken über dem schwarzen nassen asphalt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (04581-04646).mp3;4581;4646;65;27586;von seiner kühlerhaube fehlte ein stück;von seiner kühlerhaube fehlte ein stück;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (04683-04788).mp3;4683;4788;105;44304;ein paar meter weiter vorne die rücklichter des lastwagens;ein paar meter weiter vorne die rücklichter des lastwagens;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (04835-05139).mp3;4835;5139;276;116193;mansano musste nicht lange nachdenken mit fliegenden fingern öffnete er den sicherheitsgurt tastete nach seinem mobiltelefon und sprang aus dem wagen;manzano musste nicht lange nachdenken mit fliegenden fingern öffnete er den sicherheitsgurt tastete nach seinem mobiltelefon und sprang aus dem wagen;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (05153-05723).mp3;5153;5723;529;221937;erst de hilfekoffer und pannendreieck fand er im kofferraum er hatte zwar keine ahnung von erster hilfe seit der führer scheint prüfung vor fünfundzwanzig jahren beschränkten sich seine medizinischen einsätze darauf ein pflaster zu kleben oder einen kater zu bekämpfen;erste hilfe koffer und pannendreieck fand er im kofferraum er hatte zwar keine ahnung von erster hilfe seit der führerscheinprüfung vor fünfundzwanzig jahren beschränkten sich seine medizinischen einsätze darauf ein pflaster zu kleben oder einen kater zu bekämpfen;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (05722-05846).mp3;5722;5846;124;52245;trotzdem riss er koffer und dreieck an sich und rannte los;trotzdem riss er koffer und dreieck an sich und rannte los;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (05883-05948).mp3;5883;5948;65;27586;im vorbeilaufen sah er einen wagen;im vorbeilaufen sah er seinen wagen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (05965-06232).mp3;5965;6232;267;112014;von der linken vorderseite und im kühler grill hatte der eckerweh nicht viel übrig gelassen das linke vorderrad tief in den blechsalat gedrückt;von der linken vorderseite und dem kühlergrill hatte der lkw nicht viel übrig gelassen das linke vorderrad tief in den blechsalat gedrückt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (06261-06326).mp3;6261;6326;65;27586;der wagen war schrott;der wagen war schrott;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (06329-06409).mp3;6329;6409;80;33855;die fahrertür des äckerwehs stand offen;die fahrertür des lkws stand offen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (06424-06721).mp3;6424;6721;242;101983;mansano lief um das führerhaus und erstarrte die lichter der autos auf der gegendfahrbahn schufen eine gespenstische stimmung;manzano lief um das führerhaus und erstarrte die lichter der autos auf der gegenfahrbahn schufen eine gespenstische stimmung;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (06752-06883).mp3;6752;6883;131;55171;auch hier war es vereinzelt zu zusammenstößen gekommen der verkehr stand;auch hier war es vereinzelt zu zusammenstößen gekommen der verkehr stand;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (06914-07213).mp3;6914;7213;299;125388;der blassgrüne kleinwagen war zusammengequetscht auf die breite des fahrersitzes und klemmte schräg unter der stoßstange des lastkraftwagens;der blassgrüne kleinwagen war zusammengequetscht auf die breite des fahrersitzes und klemmte schräg unter der stoßstange des lastkraftwagens;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (07217-07728).mp3;7217;7728;465;195188;aus einer kühlerhaube oder dem was davon übrig war stieg dampf und hüllte die szenerie ein an der völlig verzogenen fahrertür rüttelte ein stämmiger kleiner mann in einer gefütterten ärmellosen jacke;aus seiner kühlerhaube oder dem was davon übrig war stieg dampf und hüllte die szenerie ein an der völlig verzogenen fahrertür rüttelte ein stämmiger kleiner mann in einer gefütterten ärmellosen jacke;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (07775-08065).mp3;7775;8065;247;104072;der lastwagen fahrer vermutete mansano er konnte sehen dass der mann schrie doch das allgemeine hubkonzert übertönte ihn;der lastwagenfahrer vermutete manzano er konnte sehen dass der mann schrie doch das allgemeine hupkonzert übertönte ihn;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (08102-08174).mp3;8102;8174;72;30512;weitere menschen eilten zu der unfallstelle;weitere menschen eilten zu der unfallstelle;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (08209-08395).mp3;8209;8395;170;71890;mansano stürzte zum wagen was er sah ließ ihn wanken;manzano stürzte zum wagen was er sah ließ ihn wanken;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (08455-08681).mp3;8455;8681;226;94877;der aufprall hatte den fahrersitz aus seiner verankerung gerissen und der beifahrerin buchstäblich auf den schoß gesetzt;der aufprall hatte den fahrersitz aus seiner verankerung gerissen und der beifahrerin buchstäblich auf den schoß gesetzt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (08744-08834).mp3;8744;8834;90;38035;der fahrer hing leblos im sicherheitsgurt;der fahrer hing leblos im sicherheitsgurt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (08855-08993).mp3;8855;8993;138;58097;den kopf seltsam verdreht vor sich den schlaffen airbeck;den kopf seltsam verdreht vor sich den schlaffen airbag;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09036-09150).mp3;9036;9150;114;48066;von der beifahrerin war nur ein arm und der kopf zu sehen;von der beifahrerin waren nur ein arm und der kopf zu sehen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09192-09257).mp3;9192;9257;65;27586;das gesicht war blutverschmiert;das gesicht war blutverschmiert;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09283-09355).mp3;9283;9355;72;30512;die geschlossenen lieder flatterten;die geschlossenen lider flatterten;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09395-09481).mp3;9395;9481;86;36363;ihre lippen bewegten sich fast unmerklich;ihre lippen bewegten sich fast unmerklich;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09523-09624).mp3;9523;9624;101;42632;die bemühungen des lastwagenfahrers blieben vergeblich;die bemühungen des lastwagenfahrers blieben vergeblich;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09639-09803).mp3;9639;9803;165;69800;ambulansa schrie er dem lastwagenfahrer zu;ambulanza schrie manzano dem lastwagenfahrer zu;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09823-09900).mp3;9823;9900;77;32601;rufen sie einen krankenwagen;rufen sie einen krankenwagen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (09966-10118).mp3;9966;10118;152;63948;die verletzte beifahrerin flüsterte noch immer mansano verstand nichts;die verletzte beifahrerin flüsterte noch immer manzano verstand nichts;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10140-10281).mp3;10140;10281;141;59351;verzweifelt suchte er nach einem lebenszeichen im gesicht des fahrers;verzweifelt suchte er nach einem lebenszeichen im gesicht des fahrers;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10297-10511).mp3;10297;10511;214;89862;durch das zerbrochene fenster griff er an dessen hals puls fühlte man nicht am handgelenk so viel hatte mansano sich gemerkt;durch das zerbrochene fenster griff er an dessen hals puls fühlt man nicht am handgelenk so viel hatte manzano sich gemerkt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10546-10611).mp3;10546;10611;65;27586;er fand nichts;er fand nichts;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10618-10683).mp3;10618;10683;65;27586;er tastete den hals weiter ab;er tastete den hals weiter ab;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10696-10833).mp3;10696;10833;137;57679;als der kopf noch ein undenkbares stück weiter nach vorne fiel;als der kopf noch ein undenkbares stück weiter nach vorne fiel;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (10865-10992).mp3;10865;10992;127;53499;entsetzt fuhr mansano zurück kämpfte gegen den brechheiz an;entsetzt fuhr manzano zurück kämpfte gegen den brechreiz an;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11056-11161).mp3;11056;11161;105;44304;kein netz rief der lastwagenfahrer;kein netz rief der lastwagenfahrer;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11195-11289).mp3;11195;11289;94;39707;die lippen der beifahrerin bewegten sich nicht mehr;die lippen der beifahrerin bewegten sich nicht mehr;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11318-11538).mp3;11318;11538;220;92369;nur kleine blutige bläschen im mundwinkel die sich bei jedem atemzug neu bildeten zeugten davon dass sie noch lebte;nur kleine blutige bläschen im mundwinkel die sich bei jedem atemzug neu bildeten zeugten davon dass sie noch lebte;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11571-11664).mp3;11571;11664;93;39289;der krankenwagen hat jemand einen gerufen;der krankenwagen hat jemand einen gerufen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11691-11756).mp3;11691;11756;65;27586;schon geschehen;schon geschehen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11756-11895).mp3;11756;11895;139;58515;antwortete ein mann in einem anzug auf dessen schultern sich schneeflocken sammelten;antwortete ein mann in einem anzug auf dessen schultern sich schneeflocken sammelten;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (11899-12128).mp3;11899;12128;230;96968;mansano wusste nicht ob die nässe in seinem gesicht nur vom schnee her rührte oder von tränen;manzano wusste nicht ob die nässe in seinem gesicht nur vom schnee herrührte oder von tränen;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (12151-12374).mp3;12151;12374;223;93623;mittlerweile hatten sich so viele schaulustige eingefunden dass die lichter der autos nur noch als schmale streifen an die unfallstelle drangen;mittlerweile hatten sich so viele schaulustige eingefunden dass die lichter der autos nur noch als schmale streifen an die unfallstelle drangen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (12395-12486).mp3;12395;12486;91;38453;sie standen im schneegestöber und gafften;sie standen im schneegestöber und gafften;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (12536-12733).mp3;12536;12733;197;82756;man sano schrie sie sollten verschwinden doch keiner rührte sich von der stelle schien ihn überhaupt zu hören;manzano schrie sie sollten verschwinden doch keiner rührte sich von der stelle schien ihn überhaupt zu hören;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (12744-12903).mp3;12744;12903;159;66874;erst jetzt bemerkte er was er vor dem unfall nur unbewusst wahrgenommen hatte;erst jetzt bemerkte er was er vor dem unfall nur unbewusst wahrgenommen hatte;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (12929-13003).mp3;12929;13003;74;31347;die straßenbeleuchtung war ausgefallen;die straßenbeleuchtung war ausgefallen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13022-13087).mp3;13022;13087;65;27586;deshalb war es so dunkel;deshalb war es so dunkel;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13113-13201).mp3;13113;13201;88;37199;überhaupt wirkte die nacht finsterer als sonst;überhaupt wirkte die nacht finsterer als sonst;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13234-13502).mp3;13234;13502;268;112432;da begriff er das auch aus kaum einem gebäude auf der pierza napoli und den einmündenden straßen fenster oder leuchtreklammen strahlten;da begriff er dass auch aus kaum einem gebäude auf der piazza napoli und den einmündenden straßen fenster oder leuchtreklamen strahlten;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13518-13614).mp3;13518;13614;96;40543;nur in zwei entfernten häusern entdeckte er lichter;nur in zwei entfernten häusern entdeckte er lichter;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13669-13747).mp3;13669;13747;78;33019;himmel wie sehen sie denn aus;himmel wie sehen sie denn aus;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13757-13822).mp3;13757;13822;65;27586;fragte ihn ein mann im annorak;fragte ihn ein mann im anorak;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13822-13887).mp3;13822;13887;65;27586;waren sie in dim wagen;waren sie in dem wagen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (13886-14025).mp3;13886;14025;137;58098;mansanoch schüttelte den kopf weshalb;manzano schüttelte den kopf weshalb;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14046-14117).mp3;14046;14117;71;30094;er zeigte auf mansanus linke schläfe;er zeigte auf manzanos linke schläfe;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14147-14234).mp3;14147;14234;87;36781;sie brauchen ein arzt setzen sie sich;sie brauchen einen arzt setzen sie sich;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14275-14491).mp3;14275;14491;216;90698;nun spürte auch mansano die pochende stelle an seinem kopf aus der es warm seinen hals hinabsickerte;nun spürte auch manzano die pochende stelle an seinem kopf aus der es warm seinen hals hinabsickerte;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14530-14595).mp3;14530;14595;65;27586;seine hände waren voller blut;seine hände waren voller blut;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14607-14720).mp3;14607;14720;113;47648;er wusste nicht ob von den unfall opfern oder von ihm selbst;er wusste nicht ob von den unfallopfern oder von ihm selbst;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14739-14804).mp3;14739;14804;65;27586;ihm wurde schwindelig;ihm wurde schwindelig;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14849-14935).mp3;14849;14935;86;36363;das hubkonzert hatte sich abgeschwächt;das hupkonzert hatte sich abgeschwächt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (14934-15127).mp3;14934;15127;193;81085;am lautesten klang das nicht enden wollende hupen aus den überresten des blassgrünen autos neben ihm;am lautesten klang das nicht enden wollende hupen aus den überresten des blassgrünen autos neben ihm;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (15173-15374).mp3;15173;15374;201;84428;während man sano gegen die karosserie taumelte und sich vergeblich gegen das schwinden seiner sinne wehrte;während manzano gegen die karosserie taumelte und sich vergeblich gegen das schwinden seiner sinne wehrte;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (15390-15618).mp3;15390;15618;225;94878;gelte der ton wie ein letzter langgezogener hilfeschrei in die nacht;gellte der ton wie ein letzter lang gezogener hilfeschrei in die nacht;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (15681-15870).mp3;15681;15870;157;66457;rom das signal piepte ohne unterbrechung;rom das signal piepte ohne unterbrechung;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (15890-16072).mp3;15890;16072;182;76487;dazu blinkte eine ganze batterie von lichtern auf den monitoren vor valentina condotto;dazu blinkte eine ganze batterie von lichtern auf den monitoren vor valentina condotto;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (16072-16173).mp3;16072;16173;101;42632;keine ahnung was da los ist;keine ahnung was da los ist;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (16176-16478).mp3;16176;16478;302;126642;rief sie und hieb hektisch auf die tasten ein auf einmal springt die frequenz schlagartig hoch und dann erfolgt die automatische abschaltung ganz nerditalien ist weg;rief sie und hieb hektisch auf die tasten ein auf einmal springt die frequenz schlagartig hoch und dann erfolgt die automatische abschaltung ganz norditalien ist weg;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (16477-16542).mp3;16477;16542;65;27586;einfach so ohne vorwarnung;einfach so ohne vorwarnung;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (16613-16867).mp3;16613;16867;254;106580;vor drei jahren war kondotto als system operater zum team des kontrollzentrums von terner am rande rolms gestoßen;vor drei jahren war condotto als system operator zum team des kontrollzentrums von terna am rande roms gestoßen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (16894-17203).mp3;16894;17203;309;129568;seitdem steuerte sie acht stunden täglich den stromfluss in italiens übertragungsnetzen dazu den stromaustausch mit den netzen der nachbarländer;seitdem steuerte sie acht stunden täglich den stromfluss in italiens übertragungsnetzen dazu den stromaustausch mit den netzen der nachbarländer;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (17252-17567).mp3;17252;17567;315;132076;als sie den raum mit seinen mediawänden und vielen bildschirmen zum ersten mal betreten hatte hatte sie das gefühl in die kulisse eines james bondfilms geraten zu sein;als sie den raum mit seinen mediawänden und vielen bildschirmen zum ersten mal betreten hatte hatte sie das gefühl in die kulissen eines james bond films geraten zu sein;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (17588-17709).mp3;17588;17709;121;50992;auf der sechsmal zwei meter großen projektionswand vor ihr;auf der sechs mal zwei meter großen projektionswand vor ihr;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (17716-17842).mp3;17716;17842;126;53081;leuchteten bunte linien und kästchen auf schwarzem grund;leuchteten bunte linien und kästchen auf schwarzem grund;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (17861-17926).mp3;17861;17926;65;27586;das italienische stromnetz;das italienische stromnetz;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (17956-18103).mp3;17956;18103;147;61858;links und rechts davon monitore mit den aktuellen daten aus den netzen;links und rechts davon monitore mit den aktuellen daten aus den netzen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18143-18334).mp3;18143;18334;189;79832;auf condottos schreibtisch vier kleinere bildschirme mit noch mehr zahlen rein kurven;auf condottos schreibtisch vier kleinere bildschirme mit noch mehr zahlenreihen kurven;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18342-18407).mp3;18342;18407;65;27586;diagrammen;diagrammen;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18411-18485).mp3;18411;18485;74;31347;das restliche land hat auf gelb gestellt;das restliche land hat auf gelb gestellt;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18494-18623).mp3;18494;18623;129;54335;rief ihr kollege grit operater juseppe santrelli zurück;rief ihr kollege grid operator giuseppe santrelli zurück;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18639-18890).mp3;18639;18890;249;104909;ich habe mailand in der leitung sie wollen wieder hochfahren bekommen aber keine stabile frequenz von enelle sie fragen ob wir was tun können;ich habe mailand in der leitung sie wollen wieder hochfahren bekommen aber keine stabile frequenz von enel sie fragen ob wir was tun können;translate
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (18923-19023).mp3;18923;19023;100;42214;condotto verfluchte die grippewelle;condotto verfluchte die grippewelle;train
Marc Elsberg;Steffen Groth;Blackout - Morgen ist es zu spät;01-01.mp3;01-01 (19022-19111).mp3;19022;19111;89;37617;eigentlich sollte sie längst zu hause sein;eigentlich sollte sie längst zu hause sein;train
