Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Translated1
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (01118-01515).mp3;1118;1515;397;166348;die bettdecke wie ein zelt über seinen kopf gezogen eine taschenlampe in der hand und ein großes in ledergebundenes buch geschichte der zauberei von adalbert schwafel ans kopfkissen gelehnt;die bettdecke wie ein zelt über seinen kopf gezogen eine taschenlampe in der hand und ein großes in leder gebundenes buch geschichte der zauberei von bathilda bagshot ans kopfkissen gelehnt;train;die bettdecke wie ein zelt über seinen kopf gezogen eine taschenlampe in der hand und ein großes in leder gebundenes buch geschichte der zauberei von adelbert schwafel ans kopfkissen gelehnt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (01551-02098).mp3;1551;2098;547;229042;mit zusammengezogenen brauen fuhr er mit der spitze seiner adler tintenfeder über die buchseiten auf der suche nach etwas brauchbarem für seinen aufsatz die hexenverbrennung im vierzehnten jahrhundert war vollkommen sinnlos erörtern sie die these;mit zusammengezogenen brauen fuhr er mit der spitze seiner adlertintenfeder über die buchseiten auf der suche nach etwas brauchbarem für seinen aufsatz die hexenverbrennung im vierzehnten jahrhundert war vollkommen sinnlos erörtern sie die these;train;mit zusammengezogenen brauen fuhr er mit der spitze seiner adler tintenfeder über die buchseiten auf der suche nach etwas brauchbarem für seinen aufsatz die hexenverbrennung im vierzehnten jahrhundert war vollkommen sinnlos erörtern sie die these
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (02127-02566).mp3;2127;2566;439;183903;am beginn eines viel versprechenden absatzes hielt die feder inne harry schob die brille mit den runden gläsern die nase hoch hielt die taschenlappe näher an das buch und las;am beginn eines viel versprechenden absatzes hielt die feder inne harry schob die brille mit den runden gläsern die nase hoch hielt die taschenlampe näher an das buch und las;train;am beginn eines viel versprechenden absatzes hielt die feder inne harry schob die brille mit den runden gläsern die nase hoch hielt die taschenlappe näher an das buch und las
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (02592-03263).mp3;2592;3263;671;280869;im mittelalter hatten besondere nichtmagische menschen besser bekannt als muggel angst vor der zauberei während sie zugleich kaum fähig waren sie zu erkennen in den seltenen fällen da sie eine echte hexe oder einen zauberer zu fassen bekamen hatte die verbrennung keinerlei wirkung;im mittelalter hatten besonders nichtmagische menschen besser bekannt als muggel angst vor der zauberei während sie zugleich kaum fähig waren sie zu erkennen in den seltenen fällen da sie eine echte hexe oder einen zauberer zu fassen bekamen hatte die verbrennung keinerlei wirkung;train;im mittelalter hatten besondere nichtmagische menschen besser bekannt als muggel angst vor der zauberei während sie zugleich kaum fähig waren sie zu erkennen in den seltenen fällen da sie eine echte hexe oder einen zauberer zu fassen bekamen hatte die verbrennung keinerlei wirkung
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (03269-03723).mp3;3269;3723;454;190172;die hexe oder der zauberer übte einen einfachen flammengefrierzauber aus und schrie dann wie am spies während sie oder er in wahrheit nur ein angenehmes kitzeln spürte;die hexe oder der zauberer übte einen einfachen flammengefrier zauber aus und schrie dann wie am spieß während sie oder er in wahrheit nur ein angenehmes kitzeln spürte;train;die hexe oder der zauberer übte einen einfachen flammengefrier zauber aus und schrie dann wie am spieß während sie oder er in wahrheit nur ein angenehmes kitzeln spürte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (03737-03889).mp3;3737;3889;152;63948;tatsächlich kam wendeline die ulkige dermaßen auf den geschmack;tatsächlich kam wendeline die ulkige dermaßen auf den geschmack;train;tatsächlich kam vendeline die ulkige dermaßen auf den geschmack
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (03901-04139).mp3;3901;4139;238;99893;dass sie sich nicht weniger als siebenundvierzig mal in verschiedenen verkleidungen fangen und verbrennen ließ;dass sie sich nicht weniger als siebenundvierzig mal in verschiedenen verkleidungen fangen und verbrennen ließ;train;dass sie sich nicht weniger als siebenundvierzig mal in verschiedenen verkleidungen fangen und verbrennen ließ
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04163-04282).mp3;4163;4282;119;50156;harry steckte die feder zwischen die zähne;harry steckte die feder zwischen die zähne;train;harry steckte die feder zwischen die zähne
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04281-04447).mp3;4281;4447;166;69800;und kramte unter dem kopfkissen nach seinem tintenfass und einer pergamentrolle;und kramte unter dem kopfkissen nach seinem tintenfass und einer pergamentrolle;train;und kramte unter dem kopfkissen nach seinem tintenfass und einer pergamentrolle
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04462-04703).mp3;4462;4703;241;101147;langsam und sehr vorsichtig schrapbte er das tintenfass auf tauchte die feder hinein;langsam und sehr vorsichtig schraubte er das tintenfass auf tauchte die feder hinein;train;langsam und sehr vorsichtig schraubte er das tintenfass auf tauchte die feder hinein
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04702-04781).mp3;4702;4781;79;33437;und begann zu schreiben;und begann zu schreiben;train;und begann zu schreiben
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04780-04884).mp3;4780;4884;104;43886;dabei hielt er ab und zu inne um zu lauschen;dabei hielt er ab und zu inne um zu lauschen;train;dabei hielt er ab und zo inne um zu lauschen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (04898-05066).mp3;4898;5066;168;70636;wenn einer der dursleys auf dem weg ins badezimmer das kratzen der feder hörte;wenn einer der dursleys auf dem weg ins badezimmer das kratzen der feder hörte;train;wenn einer der dursleys auf dem weg ins badezimmer das kratzen der feder hörte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05067-05209).mp3;5067;5209;142;59769;würden sie ihn vermutlich für den rest des sommers im schrank unter der treppe einsperren;würden sie ihn vermutlich für den rest des sommers im schrank unter der treppe einsperren;train;würden sie ihn vermutlich für den rest des sommers im schrank unter der treppe einsperren
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05240-05534).mp3;5240;5534;294;123298;die familie dursley im ligusterweg nummer vier war der grund weshalb harry seine sommerferien nie genießen konnte;die familie dursley im ligusterweg nummer vier war der grund weshalb harry seine sommerferien nie genießen konnte;train;die familie dursley im ligusterweg nummer vier war der grund weshalb harry seine sommerferien nie genießen konnte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05546-05710).mp3;5546;5710;164;68964;onkel vernon tante petunia und ihr sohn dudley;onkel vernon tante petunia und ihr sohn dudley;train;onkel vernon tante petunia und ihr sohn dudley
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05713-05828).mp3;5713;5828;115;48484;waren harrys einzige noch lebende verwandte;waren harrys einzige noch lebende verwandte;train;waren harrys einzige noch lebende verwandte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05856-05918).mp3;5856;5918;62;26332;sie waren muggel;sie waren muggel;train;sie waren muggel
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (05922-06083).mp3;5922;6083;161;67710;und hatten eine ausgesprochen mittelalterliche einstellung zur zauberei;und hatten eine ausgesprochen mittelalterliche einstellung zur zauberei;train;und hatten eine ausgesprochen mittelalterliche einstellung zur zauberei
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (06083-06407).mp3;6083;6407;324;135837;über harrys tote eltern die selbst hexe und zauberer gewesen waren fiel unter dem dach der dursleys niemals auch nur ein wort;über harrys tote eltern die selbst hexe und zauberer gewesen waren fiel unter dem dach der dursleys niemals auch nur ein wort;train;über harrys tote eltern die selbst hexe und zauberer gewesen waren fiel unter dem dach der dursleys niemals auch nur ein wort
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (06417-06756).mp3;6417;6756;339;142107;jahre lang hatten tante petunia und onkel vernon gehofft wenn sie harry nur immer unter der knote hielten würden sie ihm die zauberei schließlich austreiben;jahrelang hatten tante petunia und onkel vernon gehofft wenn sie harry nur immer unter der knute hielten würden sie ihm die zauberei schließlich austreiben;train;jahrelang hatten tante petunia und onkel vernon gehofft wenn sie harry nur immer unter der knute hielten würden sie ihm die zauberei schließlich austreiben
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (06787-06866).mp3;6787;6866;79;33437;zu ihrer großen verbitterung;zu ihrer großen verbitterung;train;zu ihrer großen verbitterung
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (06872-06928).mp3;6872;6928;56;23824;hatte es nicht geklappt;hatte es nicht geklappt;train;hatte es nicht geklappt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (06959-07337).mp3;6959;7337;378;158407;und heute lebten sie in ständiger angst davor jemand könnte herausfinden dass harry seit zwei jahren nach hogwarts ging auf die schule für hexerei und zauberei;und heute lebten sie in ständiger angst davor jemand könnte herausfinden dass harry seit zwei jahren nach hogwarts ging auf die schule für hexerei und zauberei;train;und heute lebten sie in ständiger angst davor jemand könnte herausfinden dass harry seit zwei jahren nach hogwarts ging auf die schule für hexerei und zauberei
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (07355-07730).mp3;7355;7730;375;157153;alles was sie tun konnten war harrys zauberbücher zauberstab kessel und besen zu beginn der sommerferien wegzuschließen und ihm zu verbieten mit den nachbarn zu sprechen;alles was sie tun konnten war harrys zauberbücher zauberstab kessel und besen zu beginn der sommerferien wegzuschließen und ihm zu verbieten mit den nachbarn zu sprechen;train;alles was sir tun konnten war harrys zauberbücher zauberstab kessel und besen zu beginn der sommerferien wegzuschließen und ihm zu verbieten mit den nachbarn zu sprechen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (07760-08073).mp3;7760;8073;313;131240;dass harry nicht an die zauberbücher herankam war ein erhebliches problem denn die lehrer in hogwarts hatten ihm für die ferien eine menge arbeit aufgegeben;dass harry nicht an die zauberbücher herankam war ein erhebliches problem denn die lehrer in hogwarts hatten ihm für die ferien eine menge arbeit aufgegeben;train;dass harry nicht an die zauberbücher herankam war ein erhebliches problem denn die lehrer in hogwarts hatten ihm für die ferien eine menge arbeit aufgegeben
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (08083-08331).mp3;8083;8331;248;104072;einer der aufsetze ein besonders kniffliger über schrumpftränke war für professor snape;einer der aufsätze ein besonders kniffliger über schrumpftränke war für professor snape;train;einer der aufsätze ein besonders kniffliger über schrumpftränke war für professor snape
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (08335-08641).mp3;8335;8641;306;128314;den lehrer den harry am wenigsten leiden konnte und der sich über jeden grund freuen würde harry einen monat arrest aufzubrummen;den lehrer den harry am wenigsten leiden konnte und der sich über jeden grund freuen würde harry einen monat nachsitzen aufzubrummen;train;den lehrer den harry am wenigsten leiden konnte und der sich über jeden grund freuen würde harry einen monat arest aufzubrummen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (08678-08877).mp3;8678;8877;199;83592;deshalb hatte harry in der ersten ferienwoche eine gelegenheit beim schopf gepackt;deshalb hatte harry in der ersten ferienwoche eine gelegenheit beim schopf gepackt;train;deshalb hatte harry in der ersten ferienwoche eine gelegenheit beim schopf gepackt
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (08906-09427).mp3;8906;9427;521;218175;während onkel vernon tante petunia und dudley im vorgarten waren um onkel vernons neuen firmenwagen zu bewundern so laut dass sämtliche nachbarn nicht omhinkonnten ebenfalls notiz zu nehmen schlich sich harry nach unten;während onkel vernon tante petunia und dudley im vorgarten waren um onkel vernons neuen firmenwagen zu bewundern so laut dass sämtliche nachbarn nicht umhinkonnten ebenfalles notiz zu nehmen schlich sich harry nach unten;train;während onkel vernon tante petunia und dudley im vorgarten waren um onkel vernons neuen firmenwagen zu bewundern so laut dass sämtliche nachbarn nicht umhinkonnten ebenfalls notiz zu nehmen schlich sich harry nach unten
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (09427-09991).mp3;9427;9991;533;223609;stocherte mit einer nadel das schloss am treppenschrank auf griff sich ein paar bücher und versteckte sie in seinem zimmer solange er keine tintenflicke auf der bettwäsche hinterließ würden die dursleys nie erfahren dass er nachts zauberei büffelte;knackte das schloss am treppenschrank griff sich ein paar bücher und versteckte sie in seinem zimmer solange er keine tintenflecke auf der bettwäsche hinterließ würden die dursleys nie erfahren dass er nachts zauberei büffelte;translate;stocherte mit einer nadel das schloss am treppenschrank auf griff sich ein paar bücher und versteckte sie in seinem zimmer solange er keine tintenflecke auf der bettwäsche hinterließ würden die dursleys nie erfahren dass er nachts zauberei büffelte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (10025-10609).mp3;10025;10609;584;244507;gerade jetzt wollte harry ärger mit dem onkel und der tante um jeden preis vermeiden denn sie waren ohnehin noch schlechter auf ihn zu sprechen als gewöhnlich schon einzig und allein deshalb weil er in den ersten ferientagen einen anruf von einem befreundeten zauberer bekommen hatte;gerade jetzt wollte harry ärger mit dem onkel und der tante um jeden preis vermeiden denn sie waren ohnehin noch schlechter auf ihn zu sprechen als gewöhnlich schon einzig und allein deshalb weil er in den ersten ferientagen einen anruf von einem befreundeten zauberer bekommen hatte;train;gerade jetzt wollte harry ärger mit dem onkel und der tante um jeden preis vermeiden denn sie waren ohnehin noch schlechter auf ihn zu sprechen als gewöhnlich schon einzig und allein deshalb weil er in den ersten ferientagen einen anruf von einem befreundeten zauberer bekommen hatte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (10637-10702).mp3;10637;10702;66;28422;ron weasley;ron weasley;translate;ron weasley
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (10717-11100).mp3;10717;11100;375;157572;der beste freund harrys in hogwarts kam aus einer richtigen zauberer das hieß dass er zwar einges mehr über zauberei wusste als harry;der beste freund harrys in hogwarts kam aus einer richtigen zaubererfamilie das hieß dass er zwar einiges mehr über zauberei wusste als harry;translate;der beste freund harrys in hogwarts kam aus einer richtigen zaubererfamilie das hieß dass er zwar einiges mehr über zauberei wusste als harry
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (11105-11217).mp3;11105;11217;112;47230;jedoch noch nie ein telefon benutzt hatte;jedoch noch nie ein telefon benutzt hatte;train;jedoch noch nie ein telefon benutzt hatte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (11233-11742).mp3;11233;11742;493;206891;zu allem unglück war es auch noch onkel vernon der ans telefon ging vernon dusley ammorbrat harry der zufällig im zimmer war erstarrte als er rons stimme antworten hörte;zu allem unglück war es auch noch onkel vernon der ans telefon ging vernon dursley am apparat harry der zufällig im zimmer war erstarrte als er rons stimme antworten hörte;translate;zu allem unglück war es auch noch onkel vernon der ans telefon ging vernon dursley am abrat harry der zufällig im zimmer war erstarrte als er rons stimme antworten hörte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (11744-11975).mp3;11744;11975;231;96967;hallo hallo kannen sie mich hören ich möchte ich möchte mit harry potter sprechen;hallo hallo können sie mich hören ich möchte mit harry potter sprechen;train;hallo hallo können sie mich hören ich möchte ich möchte mit harry potter sprechen
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (11982-12355).mp3;11982;12355;373;156317;ron schrie so laut dass onkel vernon zusammenzuckte den höhrer eine handbreit von seinem ohr weghielt und ihn mit einer mischung aus zorn und furcht anstarrte;ron schrie so laut dass onkel vernon zusammenzuckte den hörer eine handbreit von seinem ohr weghielt und ihn mit einer mischung aus zorn und furcht anstarrte;train;ron schrie so laut dass onkel vernon zusammenzuckte den höherer eine handbreit von seinem ohr weghielt und ihn mit einer mischung aus zorn und furcht anstarrte
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (12362-12404).mp3;12362;12404;42;17973;wer ist da;wer ist da;train;wer ist da
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (12406-12488).mp3;12406;12488;82;34691;dröhnte er in richtung sprechmuschel;dröhnte er in richtung sprechmuschel;train;dröhnte er in richtung sprechmuschel
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (12489-12615).mp3;12489;12615;120;50992;wer send si ron weasley;wer sind sie ron weasley;translate;wer sind sie ron weasley
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (12616-12837).mp3;12616;12837;221;92787;brüllte ron zurück als ob er und onkel vernon sich quer über ein fußballfeld hinweg unterhalten würden;brüllte ron zurück als ob er und onkel vernon sich quer über ein fußballfeld hinweg unterhalten würden;train;brüllte ron zurück als ob er und onkel vernon sich quer über ein fußballfeld hinweg unterhalten würden
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (12843-12979).mp3;12843;12979;136;57261;ich bin ein schulfreund von harry;ich bin ein schulfreund von harry;train;ich bin ein schulfreund von harry
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (13011-13153).mp3;13011;13153;142;59769;onkel vernons kleine augen funkelten harry an;onkel vernons kleine augen funkelten harry an;train;onkel vernons kleine augen funkelten harry an
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (13154-13246).mp3;13154;13246;92;38871;der immer noch wie angewurzelt da stand;der immer noch wie angewurzelt dastand;train;der immer noch wie angewurzelt dastand
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (13264-13874).mp3;13264;13874;610;255374;es gibt hier keinen harry potter polterte onkel vernon und hielt den hörer nun weit von sich weg als ob der gleich explodieren würde ich weiß nicht von welcher schule sie reden ich verbitte mir weitere belästigungen und kommen sie ja nicht in die nähe meiner familie;es gibt hier keinen harry potter polterte onkel vernon und hielt den hörer nun weit von sich weg als ob der gleich explodieren würde ich weiß nicht von welcher schule sie reden ich verbitte mir weitere belästigungen und kommen sie ja nicht in die nähe meiner familie;train;es gibt hier keinen harry potter polterte onkel vernon und hielt den höherer nun weit von sich weg als ob der gleich explodieren würde ich weiß nicht von welcher schule sie reden ich verbitte mir weitere belestigungen und kommen sie ja nicht in die nähe meiner familie
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 002 - Eulenpost 1.mp3;CD 01 - 002 - Eulenpost 1 (13900-14057).mp3;13900;14057;157;66038;er warf den hörer auf die gabel als wollte er eine giftspinne abschütteln;er warf den hörer auf die gabel als wollte er eine giftspinne abschütteln;train;er warf den höherer auf die gabel als wollte er eine giftspinne abschütteln
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 003 - Eulenpost 2.mp3;CD 01 - 003 - Eulenpost 2 (00008-00123).mp3;8;123;115;48484;darauf folgte ein ganz hässlicher krach;darauf folgte ein ganz hässlicher krach;train;darauf folgte ein ganz hässlicher krach
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 003 - Eulenpost 2.mp3;CD 01 - 003 - Eulenpost 2 (00122-00402).mp3;122;402;280;117447;wie kannst du es wagen diese nummer leuten leuten wie deinesgleichen zu geben;wie kannst du es wagen diese nummer leuten leuten wie deinesgleichen zu geben;train;wie kannst du es wagen diese nummer läuten leute wie deinesgleichen zu geben
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 003 - Eulenpost 2.mp3;CD 01 - 003 - Eulenpost 2 (00409-00570).mp3;409;570;161;67710;polterte onkel vernon und besprühte harry mit mächtig viel spucke;polterte onkel vernon und besprühte harry mit mächtig viel spucke;train;polterte onkel vernon und besprühte harry mit mächtig viel spucke
J. K. Rowling;Rufus Beck;Harry Potter 3 - und der Gefangene von Askaban;CD 01 - 003 - Eulenpost 2.mp3;CD 01 - 003 - Eulenpost 2 (00611-00710).mp3;611;710;99;41796;ron hatte offenbar begriffen;ron hatte offenbar begriffen;train;ron hatte offenbar begriffen
