Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (02228-02293).mp3;2228;2293;65;27586;es roch nach hohem alter;es roch nach hohem alter;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (02297-02440).mp3;2297;2440;143;60187;sogar die würmer hatten dieses holz schon vor langer zeit aufgegeben;sogar die würmer hatten dieses holz schon vor langer zeit aufgegeben;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (02453-02694).mp3;2453;2694;242;101983;wax spähte über die bretter in denen sich viele astlöcher befanden und beobachtete die verlassene stadt;wax spähte über die bretter in denen sich viele astlöcher befanden und beobachtete die verlassene stadt;translate;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (02715-02817).mp3;2715;2817;102;43050;blaue linien schwebten vor seinem blick;blaue linien schwebten vor seinem blick;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (02824-03001).mp3;2824;3001;177;74397;sie nahmen ihren ausgang in seiner brust und deuteten auf metallquellen in der nähe;sie nahmen ihren ausgang in seiner brust und deuteten auf metallquellen in der nähe;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03013-03094).mp3;3013;3094;81;34273;eine auswirkung seiner allomantie;eine auswirkung seiner allomantie;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03106-03401).mp3;3106;3401;295;123716;das verbrennen von stahl brachte dies hervor es ermöglichte ihm metall aufzuspüren und dagegen zu drücken wenn er es wollte;das verbrennen von stahl brachte dies hervor es ermöglichte ihm metall aufzuspüren und dagegen zu drücken wenn er es wollte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03413-03536).mp3;3413;3536;123;51827;sein gewicht stand dann gegen das gewicht des metalls;sein gewicht stand dann gegen das gewicht des metalls;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03547-03667).mp3;3547;3667;120;50574;wenn es schwerer war als er wurde er zurückgedrückt;wenn es schwerer war als er wurde er zurückgedrückt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03673-03816).mp3;3673;3816;143;60187;war er selbst aber schwerer dann wurde es von ihm abgestoßen;war er selbst aber schwerer dann wurde es von ihm abgestoßen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03842-03918).mp3;3842;3918;76;32183;doch jetzt drückte er nicht dagegen;doch jetzt drückte er nicht dagegen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (03924-04145).mp3;3924;4145;221;92787;er beobachtete nur die linien und wollte herausfinden ob sich eine der metallquellen bewegte;er beobachtete nur die linien und wollte herausfinden ob sich eine der metallquellen bewegte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04163-04228).mp3;4163;4228;65;27586;aber alles blieb ruhig;aber alles blieb ruhig;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04272-04480).mp3;4272;4480;208;87354;es handelte sich um nägel die gebäude zusammenhielten um leere patronenhülsen im staub;es handelte sich um nägel die gebäude zusammenhielten um leere patronenhülsen im staub;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04486-04629).mp3;4486;4629;143;60187;und um hufeisen die in der stillen schmiede aufgestapelt waren;und um hufeisen die in der stillen schmiede aufgestapelt waren;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04647-04795).mp3;4647;4795;148;62276;all das wirkte genauso reglos wie die alte handpumpe;all das wirkte genauso reglos wie die alte handpumpe;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04794-04893).mp3;4794;4893;99;41796;die rechts von ihm in den boden gerammt worden war;die rechts von ihm in den boden gerammt worden war;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04910-04981).mp3;4910;4981;71;30094;auch er verhielt sich ganz still;auch er verhielt sich ganz still;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (04999-05125).mp3;4999;5125;126;53081;der stahl brannte noch immer beruhigend in seinem magen;der stahl brannte noch immer beruhigend in seinem magen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (05124-05317).mp3;5124;5317;193;81085;und als vorsichtsmaßnahme drückte er von sich aus recht vorsichtig in alle richtungen;und als vorsichtsmaßnahme drückte er von sich aus recht vorsichtig in alle richtungen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (05336-05448).mp3;5336;5448;112;47230;noch vor ein paar jahren hätte er diesen kniff nicht beherrscht;noch vor ein paar jahren hätte er diesen kniff nicht beherrscht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (05453-05724).mp3;5453;5724;271;113685;er drückte keinesfalls gegen einen bestimmten gegenstand sondern erschuf eine art von schutzblase um sich herum;er drückte keinesfalls gegen einen bestimmten gegenstand sondern erschuf eine art von schutzblase um sich herum;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (05737-05948).mp3;5737;5948;211;88608;jedes metall das in seine richtung fliegen mochte würde dadurch ein wenig abgelenkt werden;jedes metall das in seine richtung fliegen mochte würde dadurch ein wenig abgelenkt werden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (05978-06319).mp3;5978;6319;341;142943;er befand sich nicht in vollkommener sicherheit denn er konnte noch immer getroffen werden aber nicht alle schüsse würden das ziel treffen auf das sie abgefeuert wurden;er befand sich nicht in vollkommener sicherheit denn er konnte noch immer getroffen werden aber nicht alle schüsse würden das ziel treffen auf das sie abgefeuert wurden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (06325-06428).mp3;6325;6428;103;43468;dies hatte ihm schon mehrfach das leben gerettet;dies hatte ihm schon mehrfach das leben gerettet;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (06439-06541).mp3;6439;6541;102;43050;er wusste nicht einmal genau wie er das machte;er wusste nicht einmal genau wie er das machte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (06553-06679).mp3;6553;6679;126;53081;die allomantie war für ihn oft etwas instinktives;die allomantie war für ihn oft etwas instinktives;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (06685-06887).mp3;6685;6887;202;84846;irgendwie war es ihm sogar gelungen das metall das er bei sich trug davon auszunehmen;irgendwie war es ihm sogar gelungen das metall das er bei sich trug davon auszunehmen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (06894-07019).mp3;6894;7019;125;52663;die pistole wurde dabei nicht aus seiner hand gedrückt;die pistole wurde dabei nicht aus seiner hand gedrückt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07064-07213).mp3;7064;7213;149;62694;nachdem er die blase erschaffen hatte schlich er weiter am zaun entlang;nachdem er die blase erschaffen hatte schlich er weiter am zaun entlang;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07219-07330).mp3;7219;7330;111;46812;und beobachtete die metalllinien eingehend;und beobachtete die metalllinien eingehend;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07333-07429).mp3;7333;7429;96;40543;damit sich niemand an ihn heranschleichen konnte;damit sich niemand an ihn heranschleichen konnte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07456-07591).mp3;7456;7591;135;56843;feltrel war einmal eine blühende stadt gewesen;feltrel war einmal eine blühende stadt gewesen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07603-07700).mp3;7603;7700;97;40960;doch das lag nun schon zwanzig jahre zurück;doch das lag nun schon zwanzig jahre zurück;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07713-07853).mp3;7713;7853;140;58933;damals hatte sich ein kolossklan in der nähe angesiedelt;damals hatte sich ein kolossklan in der nähe angesiedelt;train9;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07861-07938).mp3;7861;7938;77;32601;und das war gar nicht gut gewesen;und das war gar nicht gut gewesen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (07955-08083).mp3;7955;8083;128;53917;heute schien die geisterstadt vollkommen verlassen zu sein;heute schien die geisterstadt vollkommen verlassen zu sein;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08088-08186).mp3;8088;8186;98;41378;auch wenn er wusste dass dem nicht so war;auch wenn er wusste dass dem nicht so war;train7;100
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08200-08349).mp3;8200;8349;149;62694;wax war hergekommen weil er einen psychopathen jagte;wax war hergekommen weil er einen psychopathen jagte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08360-08431).mp3;8360;8431;71;30094;und er war nicht der einzige;und er war nicht der einzige;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08454-08574).mp3;8454;8574;120;50574;er packte den oberen rand des zauns und sprang hinüber;er packte den oberen rand des zauns und sprang hinüber;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08626-08721).mp3;8626;8721;95;40125;der rote lehm knirschte unter seinen füßen;der rote lehm knirschte unter seinen füßen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08723-08908).mp3;8723;8908;185;77741;er duckte sich tief und rannte in gebückter haltung zur seite der alten schmiede hinüber;er duckte sich tief und rannte in gebückter haltung zur seite der alten schmiede hinüber;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (08917-09040).mp3;8917;9040;123;51827;seine kleidung war schrecklich staubig aber gut geschnitten;seine kleidung war schrecklich staubig aber gut geschnitten;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09045-09115).mp3;9045;9115;70;29676;er trug einen feinen anzug;er trug einen feinen anzug;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09115-09408).mp3;9115;9408;293;122880;hatte eine silberfarbene krawatte umgebunden und an den ärmeln seines guten weißen hemdes klimperten manschettenknöpfe;hatte eine silberfarbene krawatte umgebunden und an den ärmeln seines guten weißen hemdes klimperten manschettenknöpfe;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09423-09535).mp3;9423;9535;112;47230;er hatte sich einen kleidungsstil angewöhnt;er hatte sich einen kleidungsstil angewöhnt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09537-09625).mp3;9537;9625;88;37199;der immer ein wenig fehl am platze wirkte;der immer ein wenig fehl am platze wirkte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09656-09827).mp3;9656;9827;171;71889;dabei sah er so aus als würde er auf einen vornehmen ball in elantel gehen;dabei sah er so aus als würde er auf einen vornehmen ball in elantel gehen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (09828-10057).mp3;9828;10057;229;96131;und wirkte keinesfalls wie jemand der in einer geisterstadt des raulands auf der jagd nach einem mörder war;und wirkte keinesfalls wie jemand der in einer geisterstadt des raulands auf der jagd nach einem mörder war;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10092-10183).mp3;10092;10183;91;38453;zur vervollständigung seines aufzugs;zur vervollständigung seines aufzugs;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10182-10333).mp3;10182;10333;151;63530;trug er einen steifen runden filzhut als schutz gegen die sonne;trug er einen steifen runden filzhut als schutz gegen die sonne;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10361-10591).mp3;10361;10591;230;96549;da hörte er etwas jemand trat an der gegenüberliegenden straßenseite auf eine knarrende planke;da hörte er etwas jemand trat an der gegenüberliegenden straßenseite auf eine knarrende planke;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10603-10743).mp3;10603;10743;140;58933;das geräusch war so schwach dass er es beinahe nicht bemerkt hätte;das geräusch war so schwach dass er es beinahe nicht bemerkt hätte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10743-10922).mp3;10743;10922;175;73980;wax reagierte sofort er fachte den stahl an der in seinem magen brannte;wax reagierte sofort er fachte den stahl an der in seinem magen brannte;translate;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (10929-11135).mp3;10929;11135;206;86518;dann drückte er gegen einige nägel in der wand neben sich gerade als ein schuss die stille durchschnitt;dann drückte er gegen einige nägel in der wand neben sich gerade als ein schuss die stille durchschnitt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11154-11357).mp3;11154;11357;203;85264;die wand erbebte unter seinem plötzlichen drücken während die alten rostigen nägel ächzten;die wand erbebte unter seinem plötzlichen drücken während die alten rostigen nägel ächzten;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11369-11504).mp3;11369;11504;135;56843;sein drücken schob ihn zur seite dann rollte er über den boden;sein drücken schob ihn zur seite dann rollte er über den boden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11510-11616).mp3;11510;11616;106;44722;einen augenblick lang erschien eine blaue linie;einen augenblick lang erschien eine blaue linie;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11626-11823).mp3;11626;11823;197;82756;es war die kugel die genau dort auf den boden traf wo er vorhin noch gestanden hatte;es war die kugel die genau dort auf den boden traf wo er vorhin noch gestanden hatte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11834-11937).mp3;11834;11937;103;43468;als er wieder aufstand folgte ein zweiter schuss;als er wieder aufstand folgte ein zweiter schuss;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (11950-12100).mp3;11950;12100;150;63112;diese kugel kam ihm näher und wurde nur um haaresbreite abgelenkt;diese kugel kam ihm näher und wurde nur um haaresbreite abgelenkt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (12104-12173).mp3;12104;12173;69;29258;sie zischte an seinem ohr vorbei;sie zischte an seinem ohr vorbei;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (12184-12360).mp3;12184;12360;176;73979;wäre sie etwas weiter nach rechts geflogen hätte sie ihn mitten in die stirn getroffen;wäre sie etwas weiter nach rechts geflogen hätte sie ihn mitten in die stirn getroffen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (12363-12481).mp3;12363;12481;118;49738;ob er nun in einer stahlblase steckte oder nicht;ob er nun in einer stahlblase steckte oder nicht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (12531-12886).mp3;12531;12886;355;148794;er atmete ruhig hob seinen sterrion und beobachtete den balkon des alten hotels auf der anderen straßenseite von wo der schuss gekommen sein musste;er atmete ruhig hob seinen sterrion und beobachtete den balkon des alten hotels auf der anderen straßenseite von wo der schuss gekommen sein musste;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (12925-13132).mp3;12925;13132;207;86936;vor dem balkon hing das reklameschild des hotels hinter dem sich ein schütze gut verstecken konnte;vor dem balkon hing das reklameschild des hotels hinter dem sich ein schütze gut verstecken konnte;train7;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (13145-13474).mp3;13145;13474;329;137927;wax feuerte drückte gegen die kugel und trieb sie mit zusätzlichem schwung vorwärts damit sie schneller flog und eine größere durchschlagskraft bekam;wax feuerte drückte gegen die kugel und trieb sie mit zusätzlichem schwung vorwärts damit sie schneller flog und eine größere durchschlagskraft bekam;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (13486-13618).mp3;13486;13618;132;55589;er verwendete nicht die üblichen blei oder kupferkugeln;er verwendete nicht die üblichen blei oder kupferkugeln;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (13626-13696).mp3;13626;13696;70;29676;er brauchte etwas stärkeres;er brauchte etwas stärkeres;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (13710-13935).mp3;13710;13935;225;94459;die großkalibrige stahlkugel knallte gegen den balkon und aufgrund der zusätzlichen kraft;die großkalibrige stahlkugel knallte gegen den balkon und aufgrund der zusätzlichen kraft;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (13934-14054).mp3;13934;14054;120;50574;durchschlug sie das holz und trat den mann dahinter;durchschlug sie das holz und traf den mann dahinter;train7;1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14070-14245).mp3;14070;14245;175;73561;die blaue linie die zum revolver des mannes führte zitterte als er zu boden sackte;die blaue linie die zum revolver des mannes führte zitterte als er zu boden sackte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14284-14425).mp3;14284;14425;141;59351;wax stand langsam auf und rieb sich den staub von der kleidung;wax stand langsam auf und rieb sich den staub von der kleidung;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14444-14556).mp3;14444;14556;112;47230;in diesem augenblick peitschte ein weiterer schuss durch die luft;in diesem augenblick peitschte ein weiterer schuss durch die luft;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14563-14767).mp3;14563;14767;204;85682;er fluchte und drückte wieder gegen die nägel obwohl ihm sein instinkt sagte dass es zu spät war;er fluchte und drückte wieder gegen die nägel obwohl ihm sein instinkt sagte dass es zu spät war;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14780-14849).mp3;14780;14849;69;29258;wenn er einen schuss hörte;wenn er einen schuss hörte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14854-14919).mp3;14854;14919;65;27586;half ihm kein drücken mehr;half ihm kein drücken mehr;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (14933-15022).mp3;14933;15022;89;37617;diesmal wurde er zu boden geschleudert;diesmal wurde er zu boden geschleudert;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (15035-15270).mp3;15035;15270;235;98639;die kraft musste irgendwo bleiben und wenn sich die nägel nicht bewegen konnten dann musste er selbst es tun;die kraft musste irgendwo bleiben und wenn sich die nägel nicht bewegen konnten dann musste er selbst es tun;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (15281-15421).mp3;15281;15421;140;58933;er ächzte auf als er hinfiel und hob seinen revolver;er ächzte auf als er hinfiel und hob seinen revolver;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (15437-15534).mp3;15437;15534;97;40960;schweiß verklebte den staub mit seiner hand;schweiß verklebte den staub mit seiner hand;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 4 - Jäger der Nacht;001 - Prolog.mp3;001 - Prolog (15539-15614).mp3;15539;15614;75;31765;rasch suchte er nach dem schützen;rasch suchte er nach dem schützen;train;0
