Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (05767-05935).mp3;5767;5935;168;70636;keiner von ihnen sah den riesigen waldkauz am fenster vorbeifliegen;keiner von ihnen sah den riesigen waldkauz am fenster vorbeifliegen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (05966-06072).mp3;5966;6072;106;44722;um halb neun griff mr dursley nach der aktentasche;um halb neun griff mr dursley nach der aktentasche;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (06071-06628).mp3;6071;6628;557;233222;gab seiner frau einen schmatz auf die wange und versuchte es auch bei dudley mit einem abschiedskuss der ging jedoch daneben weil dudley gerade einen wutanfall hatte und die wände mit seinem haferbrei bewarf kleiner schlingel gluckste mr dursley während er nach draußen ging;gab seiner frau einen schmatz auf die wange und versuchte es auch bei dudley mit einem abschiedskuss der ging jedoch daneben weil dudley gerade einen wutanfall hatte und die wände mit seinem haferbrei bewarf kleiner schlingel gluckste mr dursley während er nach draußen ging;train9;1
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (06638-06810).mp3;6638;6810;172;72307;er setzte sich in den wagen und fuhr rückwärts die einfahrt zu nummer vier hinaus;er setzte sich in den wagen und fuhr rückwärts die einfahrt zu nummer vier hinaus;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (06881-07011).mp3;6881;7011;130;54753;an der straßenecke fiel ihm zum ersten mal etwas merkwürdiges auf;an der straßenecke fiel ihm zum ersten mal etwas merkwürdiges auf;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07033-07079).mp3;7033;7079;46;19645;eine katze;eine katze;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07078-07161).mp3;7078;7161;83;35109;die eine straßenkarte studierte;die eine straßenkarte studierte;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07203-07444).mp3;7203;7444;241;101147;einen moment war mr dursley nicht klar was er gesehen hatte dann wandte er rasch den kopf zurück um noch einmal hinzuschauen;einen moment war mr dursley nicht klar was er gesehen hatte dann wandte er rasch den kopf zurück um noch einmal hinzuschauen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07466-07613).mp3;7466;7613;147;61858;an der einbiegung zum ligusterweg stand eine getigerte katze;an der einbiegung zum ligusterweg stand eine getigerte katze;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07628-07718).mp3;7628;7718;90;38035;aber eine straßenkarte war nicht zu sehen;aber eine straßenkarte war nicht zu sehen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07748-07833).mp3;7748;7833;85;35945;woran er nur wieder gedacht hatte;woran er nur wieder gedacht hatte;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07850-07946).mp3;7850;7946;96;40543;das musste eine sinnestäuschung gewesen sein;das musste eine sinnestäuschung gewesen sein;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (07959-08090).mp3;7959;8090;131;55171;mr dursley blinzelte und starrte die katze an;mr dursley blinzelte und starrte die katze an;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08109-08181).mp3;8109;8181;72;30512;die katze starrte zurück;die katze starrte zurück;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08222-08376).mp3;8222;8376;154;64784;während mr dursley um die ecke bog und die straße entlangfuhr;während mr dursley um die ecke bog und die straße entlangfuhr;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08376-08482).mp3;8376;8482;106;44722;beobachtete er die katze im rückspiegel;beobachtete er die katze im rückspiegel;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08503-08678).mp3;8503;8678;175;73561;jetzt las sie das schild mit dem namen ligusterweg nein sie;jetzt las sie das schild mit dem namen ligusterweg nein sie;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08677-08741).mp3;8677;8741;64;27168;blickte auf das schild;blickte auf das schild;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08741-08877).mp3;8741;8877;136;57261;katzen konnten weder karten noch schilder lesen;katzen konnten weder karten noch schilder lesen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08906-08981).mp3;8906;8981;75;31765;mr dursley gab sich einen kleinen ruck;mr dursley gab sich einen kleinen ruck;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (08999-09098).mp3;8999;9098;99;41796;und verjagte die katze aus seinen gedanken;und verjagte die katze aus seinen gedanken;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (09097-09428).mp3;9097;9428;331;139181;während er in richtung stadt fuhr hatte er nur noch den großen auftrag für bohrmaschinen im sinn der heute hoffentlich eintreffen würde;während er in richtung stadt fuhr hatte er nur noch den großen auftrag für bohrmaschinen im sinn der heute hoffentlich eintreffen würde;translate;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (09478-09635).mp3;9478;9635;157;66038;doch am stadtrand wurden die bohrmaschinen von etwas anderem aus seinen gedanken verdrängt;doch am stadtrand wurden die bohrmaschinen von etwas anderem aus seinen gedanken verdrängt;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (09668-09869).mp3;9668;9869;201;84428;er saß im üblichen morgendlichen stau fest und konnte nicht umhin zu bemerken;er saß im üblichen morgendlichen stau fest und konnte nicht umhin zu bemerken;train8;200
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (09868-10041).mp3;9868;10041;173;72725;dass offenbar eine menge seltsam gekleideter menschen unterwegs waren;dass offenbar eine menge seltsam gekleideter menschen unterwegs waren;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10056-10177).mp3;10056;10177;121;50992;menschen in langen und weiten umhängen;menschen in langen und weiten umhängen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10214-10374).mp3;10214;10374;160;67292;mr dursley konnte leute nicht ausstehen die sich komisch anzogen;mr dursley konnte leute nicht ausstehen die sich komisch anzogen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10375-10481).mp3;10375;10481;106;44722;wie sich die jungen leute herausputzten;wie sich die jungen leute herausputzten;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10527-10629).mp3;10527;10629;102;43050;das musste wohl irgendeine dumme neue mode sein;das musste wohl irgendeine dumme neue mode sein;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10662-10908).mp3;10662;10908;246;103236;er trommelte mit den fingern auf das lenkrad und sein blick fiel auf eine ansammlung dieser merkwürdigen gestalten nicht weit von ihm;er trommelte mit den fingern auf das lenkrad und sein blick fiel auf eine ansammlung dieser merkwürdigen gestalten nicht weit von ihm;train7;200
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (10927-11044).mp3;10927;11044;117;49320;ganz aufgeregt flüsterten sie miteinander;ganz aufgeregt flüsterten sie miteinander;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (11068-11231).mp3;11068;11231;163;68546;erzürnt stellte mr dursley fest dass einige von ihnen überhaupt nicht jung waren;erzürnt stellte mr dursley fest dass einige von ihnen überhaupt nicht jung waren;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (11246-11491).mp3;11246;11491;233;98221;nanu dieser mann dort musste älter sein als er und trug einen smaragdgrünen umhang;nanu dieser mann dort musste älter sein als er und trug einen smaragdgrünen umhang;translate;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (11509-11563).mp3;11509;11563;54;22988;der hatte vielleicht nerven;der hatte vielleicht nerven;train7;200
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (11603-11984).mp3;11603;11984;381;159661;doch dann fiel mr dursley plötzlich ein dass dies wohl eine verrückte verkleidung sein musste die leute sammelten offenbar für irgendwas ja so musste es sein;doch dann fiel mr dursley plötzlich ein dass dies wohl eine verrückte verkleidung sein musste die leute sammelten offenbar für irgendwas ja so musste es sein;train9;200
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-02 Ein Junge überlebt.mp3;1-02 Ein Junge ueberlebt (12021-12309).mp3;12021;12309;288;120791;die autoschlange bewegte sich und ein paar minuten später fuhr mr dursley auf den parkplatz seiner firma die gedanken wieder bei den bohrern;die autoschlange bewegte sich und ein paar minuten später fuhr mr dursley auf den parkplatz seiner firma die gedanken wieder bei den bohrern;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (00009-00224).mp3;9;224;215;90280;in seinem büro im neunten stock saß mr dursley immer mit dem rücken zum fenster;in seinem büro im neunten stock saß mr dursley immer mit dem rücken zum fenster;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (00223-00427).mp3;223;427;204;85682;andernfalls wäre es ihm an diesem morgen schwer gefallen sich auf die bohrer zu konzentrieren;andernfalls wäre es ihm an diesem morgen schwer gefallen sich auf die bohrer zu konzentrieren;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (00444-00631).mp3;444;631;187;78577;er bemerkte die eulen nicht die am helllichten tage vorbeischossen;er bemerkte die eulen nicht die am helllichten tage vorbeischossen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (00630-00744).mp3;630;744;114;48066;wohl aber die leute unten auf der straße;wohl aber die leute unten auf der straße;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (00755-01001).mp3;755;1001;246;103236;sie deuteten in die lüfte und verfolgten mit offenen mündern wie eine eule nach der anderen über ihre köpfe hinwegflog;sie deuteten in die lüfte und verfolgten mit offenen mündern wie eine eule nach der anderen über ihre köpfe hinwegflog;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (01016-01161).mp3;1016;1161;145;61023;die meisten von ihnen hatten überhaupt noch nie eine gesehen nicht einmal nachts;die meisten von ihnen hatten überhaupt noch nie eine gesehen nicht einmal nachts;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (01191-01367).mp3;1191;1367;176;73979;mr dursley jedoch verbrachte einen ganz gewöhnlichen eulenfreien morgen;mr dursley jedoch verbrachte einen ganz gewöhnlichen eulenfreien morgen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (01396-01960).mp3;1396;1960;564;236147;er machte fünf verschiedene leute zur schnecke er führte mehrere wichtige telefongespräche und schrie dabei noch ein wenig lauter bis zur mittagspause war er glänzender laune und wollte sich nun ein wenig die beine vertreten und beim bäcker über der straße einen krapfen holen;er machte fünf verschiedene leute zur schnecke er führte mehrere wichtige telefongespräche und schrie dabei noch ein wenig lauter bis zur mittagspause war er glänzender laune und wollte sich nun ein wenig die beine vertreten und beim bäcker über der straße einen krapfen holen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (01986-02127).mp3;1986;2127;141;59351;die leute in der merkwürdigen aufmachung hatte er schon längst vergessen;die leute in der merkwürdigen aufmachung hatte er schon längst vergessen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02140-02351).mp3;2140;2351;211;88608;doch nun auf dem weg zum bäcker begegnete er einigen dieser gestalten;doch nun auf dem weg zum bäcker begegnete er einigen dieser gestalten;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02367-02475).mp3;2367;2475;108;45558;im vorbeigehen warf er ihnen zornige blicke zu;im vorbeigehen warf er ihnen zornige blicke zu;train7;10000
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02494-02614).mp3;2494;2614;120;50574;er wusste nicht warum aber sie bereiteten ihm;er wusste nicht warum aber sie bereiteten ihm;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02613-02657).mp3;2613;2657;44;18809;unbehagen;unbehagen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02678-02716).mp3;2678;2716;38;16301;auch dieses;auch dieses;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02715-02871).mp3;2715;2871;156;65620;pack hier tuschelte ganz aufgeregt und eine sammelbüchse war nirgends zu sehen;pack hier tuschelte ganz aufgeregt und eine sammelbüchse war nirgends zu sehen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (02909-03148).mp3;2909;3148;239;100311;auf dem weg zurück vom bäcker eine tüte mit einem großen schokoladenkringel in der hand schnappte er ein paar worte von ihnen auf;auf dem weg zurück vom bäcker eine tüte mit einem großen schokoladenkringel in der hand schnappte er ein paar worte von ihnen auf;train7;1
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03164-03203).mp3;3164;3203;39;16719;die potters;die potters;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03202-03282).mp3;3202;3282;80;33855;das stimmt das habe ich gehört ja;das stimmt das habe ich gehört ja;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03281-03329).mp3;3281;3329;48;20480;ihr sohn harry;ihr sohn harry;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03363-03472).mp3;3363;3472;109;45976;mr dursley blieb wie angewurzelt stehen;mr dursley blieb wie angewurzelt stehen;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03510-03574).mp3;3510;3574;64;27168;angst überkam ihn;angst überkam ihn;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03595-03765).mp3;3595;3765;170;71472;er wandte sich nach den flüsterern um als ob er ihnen etwas sagen wollte;er wandte sich nach den flüsterern um als ob er ihnen etwas sagen wollte;train;0
J. K. Rowling;Rufus Beck;Harry Potter 1 - und der Stein der Weisen;1-03 Ein Junge überlebt.mp3;1-03 Ein Junge ueberlebt (03786-03858).mp3;3786;3858;72;30512;besann sich dann aber eines besseren;besann sich dann aber eines besseren;train;0
