Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (02733-02866).mp3;2733;2866;133;56007;hielt die taschenlampe näher an das buch und las;hielt die taschenlampe näher an das buch und las;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (02877-03020).mp3;2877;3020;143;60187;im mittelalter hatten besonders nichtmagische menschen;im mittelalter hatten besonders nichtmagische menschen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03019-03088).mp3;3019;3088;69;29258;besser bekannt als muggel;besser bekannt als muggel;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03094-03289).mp3;3094;3289;195;81920;angst vor der zauberei während sie zugleich kaum fähig waren sie zu erkennen;angst vor der zauberei während sie zugleich kaum fähig waren sie zu erkennen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03298-03499).mp3;3298;3499;201;84428;in den seltenen fällen da sie eine echte hexe oder einen zauberer zu fassen bekamen;in den seltenen fällen da sie eine echte hexe oder einen zauberer zu fassen bekamen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03498-03599).mp3;3498;3599;101;42632;hatte die verbrennung keinerlei wirkung;hatte die verbrennung keinerlei wirkung;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03608-03656).mp3;3608;3656;48;20480;die hexe;die hexe;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (03656-04013).mp3;3656;4013;357;149630;oder der zauberer übte einen einfachen flammengefrier zauber aus und schrie dann wie am spieß während sie oder er;oder der zauberer übte einen einfachen flammengefrier zauber aus und schrie dann wie am spieß während sie oder er;train7;10000
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (04013-04060).mp3;4013;4060;47;19645;in wahrheit;in wahrheit;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (04066-04161).mp3;4066;4161;95;40125;nur ein angenehmes kitzeln spürte;nur ein angenehmes kitzeln spürte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (04180-04592).mp3;4180;4592;412;172618;tatsächlich kam wendeline die ulkige dermaßen auf den geschmack dass sie sich nicht weniger als siebenundvierzig mal in verschiedenen verkleidungen fangen;tatsächlich kam wendeline die ulkige dermaßen auf den geschmack dass sie sich nicht weniger als siebenundvierzig mal in verschiedenen verkleidungen fangen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (04598-04675).mp3;4598;4675;77;32601;und verbrennen ließ;und verbrennen ließ;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (04712-05001).mp3;4712;5001;289;121209;harry steckte die feder zwischen die zähne und kramte unter dem kopfkissen nach seinem tintenfass und einer pergamentrolle;harry steckte die feder zwischen die zähne und kramte unter dem kopfkissen nach seinem tintenfass und einer pergamentrolle;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05025-05324).mp3;5025;5324;299;125388;langsam und sehr vorsichtig schraubte er das tintenfass auf tauchte die feder hinein und begann zu schreiben;langsam und sehr vorsichtig schraubte er das tintenfass auf tauchte die feder hinein und begann zu schreiben;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05326-05396).mp3;5326;5396;70;29676;dabei hielt er ab und zu inne;dabei hielt er ab und zu inne;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05395-05432).mp3;5395;5432;37;15883;um zu lauschen;um zu lauschen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05461-05549).mp3;5461;5549;88;37199;wenn einer der dursleys;wenn einer der dursleys;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05548-05849).mp3;5548;5849;301;126224;auf dem weg ins badezimmer das kratzen der feder hörte würden sie ihn vermutlich für den rest des sommers im schrank unter der treppe einsperren;auf dem weg ins badezimmer das kratzen der feder hörte würden sie ihn vermutlich für den rest des sommers im schrank unter der treppe einsperren;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05897-05961).mp3;5897;5961;64;27168;die familie dursley;die familie dursley;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (05966-06053).mp3;5966;6053;87;36781;im ligusterweg nummer vier;im ligusterweg nummer vier;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06060-06107).mp3;6060;6107;47;20063;war der grund;war der grund;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06106-06242).mp3;6106;6242;136;57261;weshalb harry seine sommerferien nie genießen konnte;weshalb harry seine sommerferien nie genießen konnte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06262-06319).mp3;6262;6319;57;24242;onkel vernon;onkel vernon;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06319-06416).mp3;6319;6416;97;40960;tante petunia und ihr sohn dudley;tante petunia und ihr sohn dudley;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06415-06544).mp3;6415;6544;129;54335;waren harrys einzige noch lebende verwandte;waren harrys einzige noch lebende verwandte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06565-06618).mp3;6565;6618;53;22570;sie waren muggel;sie waren muggel;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06623-06668).mp3;6623;6668;45;19227;und hatten eine;und hatten eine;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06667-06790).mp3;6667;6790;123;51827;ausgesprochen mittelalterliche einstellung zur zauberei;ausgesprochen mittelalterliche einstellung zur zauberei;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (06801-07106).mp3;6801;7106;305;127896;über harrys tote eltern die selbst hexe und zauberer gewesen waren fiel unter dem dach der dursleys niemals auch nur ein wort;über harrys tote eltern die selbst hexe und zauberer gewesen waren fiel unter dem dach der dursleys niemals auch nur ein wort;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07116-07461).mp3;7116;7461;345;144614;jahrelang hatten tante petunia und onkel vernon gehofft wenn sie harry nur immer unter der knute hielten würden sie ihm die zauberei schließlich austreiben;jahrelang hatten tante petunia und onkel vernon gehofft wenn sie harry nur immer unter der knute hielten würden sie ihm die zauberei schließlich austreiben;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07485-07558).mp3;7485;7558;73;30929;zu ihrer großen verbitterung;zu ihrer großen verbitterung;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07565-07630).mp3;7565;7630;65;27586;hatte es nicht geklappt;hatte es nicht geklappt;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07651-07927).mp3;7651;7927;276;115775;und heute lebten sie in ständiger angst davor jemand könnte herausfinden dass harry seit zwei jahren;und heute lebten sie in ständiger angst davor jemand könnte herausfinden dass harry seit zwei jahren;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07926-07977).mp3;7926;7977;51;21734;nach hogwarts ging;nach hogwarts ging;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (07980-08100).mp3;7980;8100;120;50574;auf die schule für hexerei und zauberei;auf die schule für hexerei und zauberei;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (08120-08542).mp3;8120;8542;422;176797;alles was sie tun konnten war harrys zauberbücher zauberstab kessel und besen zu beginn der sommerferien wegzuschließen und ihm zu verbieten mit den nachbarn zu sprechen;alles was sie tun konnten war harrys zauberbücher zauberstab kessel und besen zu beginn der sommerferien wegzuschließen und ihm zu verbieten mit den nachbarn zu sprechen;train7;10000
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (08600-08951).mp3;8600;8951;351;147122;dass harry nicht an die zauberbücher herankam war ein erhebliches problem denn die lehrer in hogwarts hatten ihm für die ferien eine menge arbeit aufgegeben;dass harry nicht an die zauberbücher herankam war ein erhebliches problem denn die lehrer in hogwarts hatten ihm für die ferien eine menge arbeit aufgegeben;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (08968-09206).mp3;8968;9206;238;99893;einer der aufsätze ein besonders kniffliger über schrumpftränke war für professor snape;einer der aufsätze ein besonders kniffliger über schrumpftränke war für professor snape;train7;10000
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (09210-09557).mp3;9210;9557;347;145450;den lehrer den harry am wenigsten leiden konnte und der sich über jeden grund freuen würde harry einen monat nachsitzen aufzubrummen;den lehrer den harry am wenigsten leiden konnte und der sich über jeden grund freuen würde harry einen monat nachsitzen aufzubrummen;train7;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (09593-09796).mp3;9593;9796;203;85264;deshalb hatte harry in der ersten ferienwoche eine gelegenheit beim schopf gepackt;deshalb hatte harry in der ersten ferienwoche eine gelegenheit beim schopf gepackt;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (09808-10309).mp3;9808;10309;501;209816;während onkel vernon tante petunia und dudley im vorgarten waren um onkel vernons neuen firmenwagen zu bewundern so laut dass sämtliche nachbarn nicht umhinkonnten ebenfalls notiz zu nehmen;während onkel vernon tante petunia und dudley im vorgarten waren um onkel vernons neuen firmenwagen zu bewundern so laut dass sämtliche nachbarn nicht umhinkonnten ebenfalls notiz zu nehmen;train9;100
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (10308-10527).mp3;10308;10527;219;91952;schlich sich harry nach unten knackte das schloss am treppenschrank griff sich ein paar bücher;schlich sich harry nach unten knackte das schloss am treppenschrank griff sich ein paar bücher;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (10526-10597).mp3;10526;10597;71;30094;und versteckte sie in seinem zimmer;und versteckte sie in seinem zimmer;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (10625-10773).mp3;10625;10773;148;62276;solange er keine tintenflecke auf der bettwäsche hinterließ;solange er keine tintenflecke auf der bettwäsche hinterließ;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (10772-10897).mp3;10772;10897;125;52663;würden die dursleys nie erfahren dass er nachts;würden die dursleys nie erfahren dass er nachts;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (10900-10961).mp3;10900;10961;61;25914;zauberei büffelte;zauberei büffelte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11021-11072).mp3;11021;11072;51;21734;gerade jetzt;gerade jetzt;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11080-11205).mp3;11080;11205;125;52663;wollte harry ärger mit dem onkel und der tante;wollte harry ärger mit dem onkel und der tante;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11207-11282).mp3;11207;11282;75;31765;um jeden preis vermeiden;um jeden preis vermeiden;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11304-11763).mp3;11304;11763;459;192262;denn sie waren ohnehin noch schlechter auf ihn zu sprechen als gewöhnlich schon einzig und allein deshalb weil er in den ersten ferientagen einen anruf von einem befreundeten zauberer bekommen hatte;denn sie waren ohnehin noch schlechter auf ihn zu sprechen als gewöhnlich schon einzig und allein deshalb weil er in den ersten ferientagen einen anruf von einem befreundeten zauberer bekommen hatte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11805-11854).mp3;11805;11854;49;20898;ron weasley;ron weasley;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11861-11966).mp3;11861;11966;105;44304;der beste freund harrys in hogwarts;der beste freund harrys in hogwarts;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (11976-12089).mp3;11976;12089;113;47648;kam aus einer richtigen zaubererfamilie;kam aus einer richtigen zaubererfamilie;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (12099-12345).mp3;12099;12345;246;103236;das hieß dass er zwar einiges mehr über zauberei wusste als harry jedoch noch nie ein telefon benutzt hatte;das hieß dass er zwar einiges mehr über zauberei wusste als harry jedoch noch nie ein telefon benutzt hatte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (12355-12484).mp3;12355;12484;129;54335;zu allem unglück war es auch noch onkel vernon;zu allem unglück war es auch noch onkel vernon;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (12489-12548).mp3;12489;12548;59;25078;der ans telefon ging;der ans telefon ging;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (12572-12640).mp3;12572;12640;68;28840;vernon dursley am apparat;vernon dursley am apparat;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 02 - Eulenpost.mp3;CD01 - 02 - Eulenpost (12691-12889).mp3;12691;12889;198;83174;harry der zufällig im zimmer war erstarrte als er rons stimme antworten hörte;harry der zufällig im zimmer war erstarrte als er rons stimme antworten hörte;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00014-00172).mp3;14;172;120;51410;hallo hallo können sie mich hören;hallo hallo können sie mich hören;translate;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00191-00267).mp3;191;267;76;32183;ich möchte mit;ich möchte mit;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00284-00352).mp3;284;352;62;26750;harry potter;harry potter;translate;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00362-00395).mp3;362;395;33;14211;sprechen;sprechen;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00454-00821).mp3;454;821;367;153809;ron schrie so laut dass onkel vernon zusammenzuckte den hörer eine handbreit von seinem ohr weghielt und ihn mit einer mischung aus zorn und furcht anstarrte;ron schrie so laut dass onkel vernon zusammenzuckte den hörer eine handbreit von seinem ohr weghielt und ihn mit einer mischung aus zorn und furcht anstarrte;train7;10000
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00846-00883).mp3;846;883;37;15883;wer ist da;wer ist da;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00901-00980).mp3;901;980;79;33437;dröhnte er in richtung sprechmuschel;dröhnte er in richtung sprechmuschel;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (00996-01031).mp3;996;1031;35;15047;wer sind sie;wer sind sie;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (01073-01137).mp3;1073;1137;64;27168;ron weasley;ron weasley;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (01157-01396).mp3;1157;1396;239;100311;brüllte ron zurück als ob er und onkel vernon sich quer über ein fußballfeld hinweg unterhalten würden;brüllte ron zurück als ob er und onkel vernon sich quer über ein fußballfeld hinweg unterhalten würden;train;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (01415-01503).mp3;1415;1503;82;35109;ich bin ein;ich bin ein;translate;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (01515-01573).mp3;1515;1573;58;24660;schulfreund;schulfreund;train7;0
J. K. Rowling;Felix von Mannteufel;Harry Potter 2 - und der Gefangene von Askaban;CD01 - 03 - Eulenpost.mp3;CD01 - 03 - Eulenpost (01575-01629).mp3;1575;1629;54;22988;von harry;von harry;train;0
