Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Sort1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (07978-08071).mp3;7978;8071;93;39289;das ist das essen eines adligen;das ist das essen eines adligen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (08485-08597).mp3;8485;8597;112;47230;seine speisekammer ist eine schande für sein haus;seine speisekammer ist eine schande für sein haus;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (08969-09072).mp3;8969;9072;103;43468;du hast den meister bestohlen;du hast den meister bestohlen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (09110-09207).mp3;9110;9207;97;40960;allerdings bestätigte kelsier;allerdings bestätigte kelsier;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (10012-10129).mp3;10012;10129;117;49320;wenn die zuchtmeister das hier finden;wenn die zuchtmeister das hier finden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (10147-10239).mp3;10147;10239;92;38871;dann schlage ich vor dass ihr es verschwinden lasst;dann schlage ich vor dass ihr es verschwinden lasst;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (10645-10759).mp3;10645;10759;114;48066;falls tepper noch etwas hatte einwenden wollen;falls tepper noch etwas hatte einwenden wollen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (13678-13786).mp3;13678;13786;108;45558;hatte ich danach drei tage bauchschmerzen;hatte ich danach drei tage bauchschmerzen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (13797-13914).mp3;13797;13914;117;49320;neue geschmäcker sind wie neue ideen;neue geschmäcker sind wie neue ideen;train;1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (14528-14627).mp3;14528;14627;99;41796;doch er musste stärker sein als er aussah;doch er musste stärker sein als er aussah;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;004 - Prolog (3).mp3;004 - Prolog (3) (16677-16773).mp3;16677;16773;96;40543;dann seid ihr also zufrieden;dann seid ihr also zufrieden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (01565-01680).mp3;1565;1680;115;48484;er hielt inne und sein lächeln wurde breiter;er hielt inne und sein lächeln wurde breiter;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (02076-02173).mp3;2076;2173;97;40960;was so viel lächeln;was so viel lächeln;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (05101-05199).mp3;5101;5199;98;41378;der alte mann würde sein lächeln erwidern;der alte mann würde sein lächeln erwidern;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (05210-05326).mp3;5210;5326;116;48902;doch schließlich schüttelte mennis nur den kopf;doch schließlich schüttelte mennis nur den kopf;train;3
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (05438-05538).mp3;5438;5538;100;42214;das brüllen schnitt ihm die worte ab;das brüllen schnitt ihm die worte ab;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (08962-09077).mp3;8962;9077;115;48484;die jüngeren schreie entfernten sich immer mehr;die jüngeren schreie entfernten sich immer mehr;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (10690-10803).mp3;10690;10803;113;47648;die stimme bewegte sich auf das herrenhaus zu;die stimme bewegte sich auf das herrenhaus zu;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (11576-11696).mp3;11576;11696;120;50574;er lässt die mädchen nach ein paar wochen umbringen;er lässt die mädchen nach ein paar wochen umbringen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (12837-12945).mp3;12837;12945;108;45558;an die schreie einer frau aus seiner vergangenheit;an die schreie einer frau aus seiner vergangenheit;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (13097-13211).mp3;13097;13211;114;48066;vorsichtg junge sagte mennis besorgt;vorsichtig junge sagte mennis besorgt;train;200
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (14831-14943).mp3;14831;14943;112;47230;ich danke euch allen für eure gastfreundschaft;ich danke euch allen für eure gastfreundschaft;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (16560-16679).mp3;16560;16679;119;50156;indem er ein mädchen zu schützen versuchte das;indem er ein mädchen zu schützen versuchte das;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (16772-16864).mp3;16772;16864;92;38871;wie würde graf tresting reagieren;wie würde graf tresting reagieren;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;005 - Prolog (4).mp3;005 - Prolog (4) (17343-17462).mp3;17343;17462;119;50156;könnte tresting durchaus auf den gedanken kommen;könnte tresting durchaus auf den gedanken kommen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (00643-00753).mp3;643;753;110;46394;jeden tag gab er den kampf beinahe auf;jeden tag gab er den kampf beinahe auf;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (00752-00856).mp3;752;856;104;43886;jeden tag wurde es ein wenig schwieriger;jeden tag wurde es ein wenig schwieriger;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (02267-02374).mp3;2267;2374;107;45140;wobei er sich auf einen jüngeren mann stützte;wobei er sich auf einen jüngeren mann stützte;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (02540-02631).mp3;2540;2631;91;38453;was ist das fragte er;was ist das fragte er;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (03272-03385).mp3;3272;3385;113;47648;in letzter zeit rieche ich andauernd rauch;in letzter zeit rieche ich andauernd rauch;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (05962-06082).mp3;5962;6082;120;50574;das beweist dass sie kein nebelgeist ist;das beweist dass sie kein nebelgeist ist;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (06701-06808).mp3;6701;6808;107;45140;irgendetwas stimmte ganz und gar nicht;irgendetwas stimmte ganz und gar nicht;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (07182-07302).mp3;7182;7302;120;50574;die im morgenlicht nur sehr undeutlich zu sehen war;die im morgenlicht nur sehr undeutlich zu sehen war;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (08998-09096).mp3;8998;9096;98;41378;sagte sie alle miteinander;sagte sie alle miteinander;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (09981-10090).mp3;9981;10090;109;45976;hat eine brennende fackel in das haus geworfen;hat eine brennende fackel in das haus geworfen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (10515-10618).mp3;10515;10618;103;43468;was für ein dämon war denn das;was für ein dämon war denn das;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (10631-10738).mp3;10631;10738;107;45140;murmelte einer der skaa unbehaglich;murmelte einer der skaa unbehaglich;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (12080-12181).mp3;12080;12181;101;42632;es bricht eine neue zeit an;es bricht eine neue zeit an;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (12973-13090).mp3;12973;13090;117;49320;weiß er denn nicht welchen schaden er damit angerichtet hat;weiß er denn nicht welchen schaden er damit angerichtet hat;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (13777-13890).mp3;13777;13890;113;47648;jetzt lässt er uns keine andere wahl mehr;jetzt lässt er uns keine andere wahl mehr;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (14087-14193).mp3;14087;14193;106;44722;dachte mennis das kann ich nicht;dachte mennis das kann ich nicht;train;2
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (15785-15893).mp3;15785;15893;108;45558;und die nächte im nebel verbringen;und die nächte im nebel verbringen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;006 - Prolog (5).mp3;006 - Prolog (5) (16224-16320).mp3;16224;16320;96;40543;tepper stand eine weile starr da;tepper stand eine weile starr da;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (00419-00528).mp3;419;528;109;45976;aber welcher mann behauptet das nicht von sich;aber welcher mann behauptet das nicht von sich;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (00541-00655).mp3;541;655;114;48066;selbst der mörder sieht wie ich bemerkt habe;selbst der mörder sieht wie ich bemerkt habe;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (01553-01659).mp3;1553;1659;106;44722;am ende bin ich derjenige;am ende bin ich derjenige;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (02745-02849).mp3;2745;2849;104;43886;wie es wohl wäre genauso zu sein;wie es wohl wäre genauso zu sein;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (04010-04105).mp3;4010;4105;95;40125;das waren reens worte gewesen;das waren reens worte gewesen;train;10000
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (04581-04698).mp3;4581;4698;117;49320;das ist die einzige möglichkeit wie du es lernen kannst;das ist die einzige möglichkeit wie du es lernen kannst;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (05011-05117).mp3;5011;5117;106;44722;sie selbst wäre wie die asche oder der wind;sie selbst wäre wie die asche oder der wind;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (07161-07264).mp3;7161;7264;103;43468;verrat hatte nichts mit freundschaft zu tun;verrat hatte nichts mit freundschaft zu tun;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (08032-08149).mp3;8032;8149;117;49320;kommst du jetzt camon ist schon ziemlich wütend;kommst du jetzt camon ist schon ziemlich wütend;train;1
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (10095-10210).mp3;10095;10210;115;48484;adlige und obligatoren auszunehmen;adlige und obligatoren auszunehmen;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (12664-12759).mp3;12664;12759;95;40125;diese lektion hatte sie allein gelernt;diese lektion hatte sie allein gelernt;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (13444-13549).mp3;13444;13549;105;44304;sie war stark genug damit umgehen zu können;sie war stark genug damit umgehen zu können;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (13997-14106).mp3;13997;14106;109;45976;ich will nicht dass du es vermasselst verstanden;ich will nicht dass du es vermasselst verstanden;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (15775-15879).mp3;15775;15879;104;43886;er sucht nach jemandem den er bestrafen kann;er sucht nach jemandem den er bestrafen kann;train;0
Brandon Sanderson;Detlef Bierstedt;Mistborn - Band 1 - Kinder des Nebels;007 - Teil 1 - Der Überlebende von Hathsin - Kapitel 1.mp3;007 - Teil 1 - Der Ueberlebende von Hathsin - Kapitel 1 (16487-16604).mp3;16487;16604;117;49320;dann hob er die hand als wolle er sie noch einmal schlagen;dann hob er die hand als wolle er sie noch einmal schlagen;train;0
