Autor;Sprecher;Titel;Orginaldatei;Datei;Start;End;Length;Size;Translated0;OriginalText;Action;Translated1
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (07875-08170).mp3;7875;8170;295;123716;ein zauberer der gerade sein erstes jahr in hogwarts der schule für hexerei und zauberei hinter sich hatte;ein zauberer der gerade sein erstes jahr in hogwarts der schule für hexerei und zauberei hinter sich hatte;train;ein zauberer der gerade sein erstes jahr in hogwarts der schule für hexerei und zauberei hinter sich hatte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (08198-08422).mp3;8198;8422;224;94041;und mochten die dursleys noch so unglücklich sein weil sie ihn für die ferien zurückhatten;und mochten die dursleys noch so unglücklich sein weil sie ihn für die ferien zurückhatten;train;und mochten die dursleys noch so unglücklich sein weil sie ihn für die ferien zurückhatten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (08421-08571).mp3;8421;8571;150;63112;das war noch lange nichts gegen harrys kummer;das war noch lange nichts gegen harrys kummer;train;das war noch lange nichts gegen harrys kummer
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (08575-08781).mp3;8575;8781;206;86518;er vermisste hogwarts so sehr dass es ihm vorkam als hätte er dauernd magenschmerzen;er vermisste hogwarts so sehr dass es ihm vorkam als hätte er dauernd magenschmerzen;train;er vermisste hogwarts so sehr dass es ihm vorkam als hätte er dauernd magenschmerzen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (08788-09627).mp3;8788;9627;839;351086;er vermisste das schloss mit seinen geheimgängen und geistern die unterrichtsstunden wenn auch nicht gerade snape den lehrer für zaubertränke die eulenpost die festessen in der großen halle sahen himmelbett im turmschlafsaal die besuche bei hagrid dem wildhüter der in einer hütte am rand des verbotenen walds auf den ländereien des schlosses lebte;er vermisste das schloss mit seinen geheimgängen und geistern die unterrichtsstunden wenn auch nicht gerade snape den lehrer für zaubertränke die eulenpost die festessen in der großen halle sein himmelbett im turmschlafsaal die besuche bei hagrid dem wildhüter der in einer hütte am rand des verbotenen walds auf den ländereien des schlosses lebte;train;er vermisste das schloss mit seinen geheimgängen und geistern die unterrichts stunden wenn auch nicht gerade snape den lehrer für zaubertränke die eulenpost die festessen in der großen halle sein himmelbett im turmschlafsaal die besuche bei hagrid dem wildhüter der in einer hütte am rand des verbotenen walds auf den ländereien des schlosses lebte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (09627-09688).mp3;9627;9688;61;25914;und vor allem;und vor allem;train;und vor allem
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (09691-09741).mp3;9691;9741;50;21316;quidditch;quidditch;train;quidditch
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (09754-09867).mp3;9754;9867;113;47648;den beliebtesten sport in der welt der zauberer;den beliebtesten sport in der welt der zauberer;train;den beliebtesten sport in der welt der zauberer
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (09868-10093).mp3;9868;10093;225;94459;sechs torringer auf hohenstengen vier fliegende bälle und vierzehn spieler auf fliegenden besen;sechs torringe auf hohen stangen vier fliegende bälle und vierzehn spieler auf fliegenden besen;train;sechs torringe auf hohen stangen vier fliegende bälle und vierzehn spieler auf fliegenden besen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (10163-10765).mp3;10163;10765;602;252030;alle zauberbücher harrys den zauberstab die umhänge den kessel und den nimbus zweitausendeinen fliegenden besen der spitzenklasse hatte onkel vernon kaum hatte harry das haus betreten an sich gerissen und in den schrank unter der treppe gesperrt;alle zauberbücher harrys den zauberstab die umhänge den kessel und den nimbus zweitausend einen fliegenden besen der spitzenklasse hatte onkel vernon kaum hatte harry das haus betreten in den schrank unter der treppe gesperrt;train;alle zauberbücher harrys den zauberstab die umhänge den kessel und den nimbus zweitausend einen fliegenden besen der spitzenklasse hatte onkel vernon kaum hatte harry das haus betreten an sich gerissen und in den schrank unter der treppe gesperrt
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (10799-11133).mp3;10799;11133;334;140017;was kümmerte es die dursleys dass harry seinen festen platz im quidditch team seines hauses verlieren konnte wenn er den ganzen sommer über nicht trainierte;was kümmerte es die dursleys dass harry seinen festen platz im quidditch team seines hauses verlieren konnte wenn er den ganzen sommer über nicht trainierte;train;was kümmerte es die dursleys dass harry seinen festen platz im quidditch team seines hauses verlieren konnte wenn er den ganzen sommer über nicht trainierte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (11133-11433).mp3;11133;11433;300;125806;was scherte es die dursleys wenn harry in die schule zurückkehrte ohne auch nur einen teil seiner hausaufgaben erledigt zu haben;was scherte es die dursleys wenn harry in die schule zurückkehrte ohne auch nur einen teil seiner hausaufgaben erledigt zu haben;train;was schärte es die dursleys wenn harry in die schule zurückkehrte ohne auch nur einen teil seiner hausaufgaben erledigt zu haben
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (11434-11513).mp3;11434;11513;79;33437;die dursleys waren;die dursleys waren;train;die dursleys waren
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (11512-11545).mp3;11512;11545;33;14211;muggel;muggel;train;muggel
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (11569-11797).mp3;11569;11797;228;95713;so nannten die zauberermenschen die keinen tropfen magisches blut in den adern hatten;so nannten die zauberer menschen die keinen tropfen magisches blut in den adern hatten;train;so nannten die zauberer menschen die keinen tropfen magisches blut in den adern hatten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (11796-12022).mp3;11796;12022;226;94877;und in ihren augen war es eine abgrundtiefe schande einen zauberer in der familie zu haben;und in ihren augen war es eine abgrundtiefe schande einen zauberer in der familie zu haben;train;und in ihren augen war es eine abgrundtiefe schande einen zauberer in der familie zu haben
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;002_Rowling_HP_Kammer.mp3;002_Rowling_HP_Kammer (12043-12472).mp3;12043;12472;429;179723;onkel vernon hatte sogar den kefig von hedwig harrys eule mit einem vorhängesschloss versehen damit sie niemandem in der zaubererweltbotschaften überbringen konnte;onkel vernon hatte sogar den käfig von hedwig harrys eule mit einem vorhängeschloss versehen damit sie niemandem in der zaubererwelt botschaften überbringen konnte;train;onkel vernon hatte sogar den käfig von hedwig harrys eule mit einem vorhängeschloss versehen damit sie niemandem in der zaubererwelt botschaften überbringen konnte
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (00012-00185).mp3;12;185;173;72725;harry sah ganz anders aus als der rest der familie;harry sah ganz anders aus als der rest der familie;train;harry sah ganz anders aus als der rest der familie
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (00206-00487).mp3;206;487;281;117865;onkel vernon war groß und hatte keinen hals dafür aber einen riesigen schwarzen schnurrbart;onkel vernon war groß und hatte keinen hals dafür aber einen riesigen schwarzen schnurrbart;train;onkel vernon war groß und hatte keinen hals dafür aber einen riesigen schwarzen schnurrbart
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (00513-00768).mp3;513;768;255;106998;tante petunia war pferdegesichtig und knochig dudley war blond rosa;tante petunia war pferdegesichtig und knochig dudley war blond rosa;train;tante petunia war pferdegesichtig und knochig dudley war blond rosa
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (00769-00839).mp3;769;839;70;29676;und fett wie ein schwein;und fett wie ein schwein;train;und fett wie ein schwaln
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (00866-01003).mp3;866;1003;137;57679;harry dagegen war klein und dünn;harry dagegen war klein und dünn;train;harry dagegen war klein und dünn
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (01002-01198).mp3;1002;1198;196;82338;hatte leuchtend grüne augen und immer zerzaustes rabenschwarzes haar;hatte leuchtend grüne augen und immer zerzaustes rabenschwarzes haar;train;hatte leuchtend grüne augen und immer zerzaustes raben schwarzes haar
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (01216-01545).mp3;1216;1545;330;138763;der trug eine brille mit runden gläsern und auf der stirn hatte er eine feine narbe die aussah wie ein blitz;er trug eine brille mit runden gläsern und auf der stirn hatte er eine feine narbe die aussah wie ein blitz;translate;der trug eine brille mit runden gläsern und auf der stirn hatte er eine feine narbe die aussah wie ein blitz
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (01549-01813).mp3;1549;1813;255;107416;diese narbe machte harry sogar in der welt der zauberer zu etwas ganz besonderem;diese narbe machte harry sogar in der welt der zauberer zu etwas ganz besonderem;translate;diese narbe machte harry sogar in der welt der zauberer zu etwas ganz besonderem
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (01817-02268).mp3;1817;2268;451;188918;sie war das einzige an harry das auf seine geheimnisvolle vergangenheit und damit auf den grund hindeutete weshalb er vor elf jahren den dursleys vor die tür gelegt worden war;sie war das einzige an harry das auf seine geheimnisvolle vergangenheit und damit auf den grund hindeutete weshalb er vor elf jahren den dursleys vor die tür gelegt worden war;train;sie war das einzige an harry das auf seine geheimnisvolle vergangenheit und damit auf den grund hin deutete weshalb er vor elf jahren den dursleys vor die tür gelegt worden war
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (02337-02691).mp3;2337;2691;354;148376;damals im altor von einem jahr überlebte harry of merkwürdigerweise den todesfluch des größten schwarzen magiers aller zeiten;damals im alter von einem jahr überlebte harry auf merkwürdige weise einen fluch des größten schwarzen magiers aller zeiten;train;damals im alter von einem jahr überlebte harry auf merkwürdiger weise den todesfluch des größten schwarzen magiers aller zeiten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (02696-02902).mp3;2696;2902;206;86518;die meisten hexen und zauberer hatten immer noch angst dessen namen auszusprechen;die meisten hexen und zauberer hatten immer noch angst dessen namen auszusprechen;train;die meisten hexen und zauberer hatten immer noch angst dessen namen auszusprechen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (02936-03006).mp3;2936;3006;70;29676;lord voldemort;lord voldemort;train;lord voldemort
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (03005-03303).mp3;3005;3303;298;124970;harrys eltern staben bei voldemorts überfall doch harry kam mit der blitzförmigen narbe davon;harrys eltern starben bei voldemortes überfall doch harry kam mit der blitzförmigen narbe davon;train;harrys eltern starben bei voldemorts überfall doch harry kam mit der blitzförmigen narbe davon
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (03309-03500).mp3;3309;3500;191;80249;voldemorts macht jedoch fiel in ebenjenem augenblick in sich zusammen;voldemortes macht jedoch fiel in ebenjenem augenblick in sich zusammen;train;voldemorts macht jedoch fiel in ebenjenem augenblick in sich zusammen
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (03500-03598).mp3;3500;3598;98;41378;als es ihm misslungen war harry zu töten;als es ihm misslungen war harry zu töten;train;als es ihm misslungen war harry zu töten
J. K. Rowling;Rufus Beck;Harry Potter 2 - und die Kammer des Schreckens;003_Rowling_HP_Kammer.mp3;003_Rowling_HP_Kammer (03597-03733).mp3;3597;3733;137;58097;und keiner konnte das begreifen;und keiner konnte das begreifen;translate;und keiner konnte das begreifen
